basin,year,site,country,latitude,longitude,eqr,urb.full,crop.full,tree.full,temp.change
HU01,2012,114000046,hungary,46.85390027,21.07809604,0.399701173,0.025756776,0.481867531,0.350807668,0.060079164
HU01,2012,114000058,hungary,46.89058142,20.49846058,0.730101839,0,0.996170678,0.001094092,0.060079164
HU01,2012,114000086,hungary,47.000372,20.632578,0.537592717,0.02368065,0.890392422,0,0.060079164
HU01,2012,114000056,hungary,48.22099999,22.27869356,NA,0.04149469,0.434449066,0.461219897,0.060079164
HU01,2012,114000092,hungary,48.3452,22.103883,NA,0.041557842,0.435732518,0.459904017,0.060079164
HU01,2013,114000002,hungary,47.79191747,17.65100879,0.321558333,0.041158386,0.363403759,0.411795773,0.060079164
HU01,2013,114000041,hungary,47.1046694,21.31721339,0.895536674,0,0.545454545,0,0.060079164
HU01,2013,114000003,hungary,48.00412779,17.24820995,0.576226912,0,0.117647059,0.823529412,0.060079164
HU01,2013,114000040,hungary,47.63432655,21.37276356,0.606123829,0,1,0,0.060079164
HU01,2013,114000044,hungary,46.69378058,21.42990426,0.693898977,0.018651473,0.453699743,0.370554809,0.060079164
HU01,2013,114000036,hungary,47.97945738,22.83410131,0.689459918,0.059434985,0.543460239,0.337223391,0.060079164
HU01,2013,114000043,hungary,46.62948998,21.33331019,0.511857749,0.012210192,0.421486995,0.458617747,0.060079164
HU01,2013,114000050,hungary,46.29986776,18.99319021,0.598468791,0.029989743,0.541166702,0.170088406,0.060079164
HU01,2013,114000052,hungary,46.76067081,20.20891276,0.454386854,0.028200085,0.619326197,0.212038478,0.060079164
HU01,2013,114000042,hungary,47.35831956,21.02989284,0.431280769,0.037255834,0.634958666,0.028842637,0.060079164
HU01,2013,114000046,hungary,46.85390027,21.07809604,0.363252093,0.025756776,0.481773288,0.350916048,0.060079164
HU01,2013,114000005,hungary,47.73507445,17.75956317,0.307685978,0.032098931,0.599118265,0.306099191,0.060079164
HU01,2013,114000086,hungary,47.000372,20.632578,0.410628666,0.02368065,0.890392422,0,0.060079164
HU01,2013,114000045,hungary,47.02048061,21.65588989,0.621664726,0.048276736,0.326685251,0.447921946,0.060079164
HU01,2013,114000056,hungary,48.22099999,22.27869356,NA,0.041498659,0.434585986,0.461017494,0.060079164
HU01,2013,114000069,hungary,47.25267844,21.84024432,0.436015,0.041611972,0.670123392,0.232049094,0.060079164
HU01,2013,114000058,hungary,46.89058142,20.49846058,0.709943389,0,0.996170678,0.001094092,0.060079164
HU01,2013,114000021,hungary,45.94464569,18.89554029,0.57018507,0.028706673,0.812032371,0.134524355,0.060079164
HU01,2013,114000066,hungary,46.03001845,19.19055633,0.477482323,0.033178654,0.848027842,0.10812065,0.060079164
HU01,2013,114000092,hungary,48.3452,22.103883,NA,0.04156179,0.435868735,0.459702653,0.060079164
HU01,2013,114000059,hungary,47.75108544,18.1207973,0.461439256,0.040154551,0.392957202,0.397690526,0.060079164
HU01,2014,114000036,hungary,47.97945738,22.83410131,0.640509163,0.059434985,0.54352401,0.33715962,0.060079164
HU01,2014,114000040,hungary,47.63432655,21.37276356,0.419047034,0,1,0,0.060079164
HU01,2014,114000044,hungary,46.69378058,21.42990426,0.421599367,0.018651473,0.452997067,0.371715752,0.060079164
HU01,2014,114000042,hungary,47.35831956,21.02989284,0.396614951,0.037292413,0.634940376,0.028824347,0.060079164
HU01,2014,114000043,hungary,46.62948998,21.33331019,0.622691667,0.012224903,0.421501706,0.458558903,0.060079164
HU01,2014,114000005,hungary,47.73507445,17.75956317,0.405350041,0.032110761,0.599339093,0.306339736,0.060079164
HU01,2014,114000045,hungary,47.02048061,21.65588989,0.66286429,0.048378104,0.325620882,0.450076026,0.060079164
HU01,2014,114000003,hungary,48.00412779,17.24820995,0.440647238,0,0.117647059,0.823529412,0.060079164
HU01,2014,114000069,hungary,47.25267844,21.84024432,0.589162948,0.041611972,0.670057758,0.232574166,0.060079164
HU01,2014,114000041,hungary,47.1046694,21.31721339,0.567616532,0,0.545454545,0,0.060079164
HU01,2014,114000002,hungary,47.79191747,17.65100879,0.433009657,0.041183512,0.363658818,0.410534226,0.060079164
HU01,2014,114000066,hungary,46.03001845,19.19055633,0.614836414,0.033178654,0.848027842,0.10812065,0.060079164
HU01,2014,114000046,hungary,46.85390027,21.07809604,0.330283404,0.025785049,0.481358616,0.35165586,0.060079164
HU01,2014,114000058,hungary,46.89058142,20.49846058,0.369765426,0,0.996170678,0.001094092,0.060079164
HU01,2014,114000021,hungary,45.94464569,18.89554029,0.673886176,0.028706673,0.812032371,0.134524355,0.060079164
HU01,2014,114000092,hungary,48.3452,22.103883,NA,0.041571661,0.436064176,0.459523006,0.060079164
HU01,2014,114000056,hungary,48.22099999,22.27869356,NA,0.04150858,0.434782436,0.460836918,0.060079164
HU01,2014,114000086,hungary,47.000372,20.632578,0.545882821,0.02368065,0.890392422,0,0.060079164
HU01,2014,114000052,hungary,46.76067081,20.20891276,0.18100703,0.028220596,0.619310244,0.212211681,0.060079164
HU01,2014,114000050,hungary,46.29986776,18.99319021,0.607822886,0.030022305,0.541199264,0.17059312,0.060079164
HU01,2014,114000059,hungary,47.75108544,18.1207973,0.451192238,0.04017967,0.393200859,0.3966083,0.060079164
HU01,2015,114000040,hungary,47.63432655,21.37276356,0.617084841,0,1,0,0.060079164
HU01,2015,114000036,hungary,47.97945738,22.83410131,0.834279943,0.059434985,0.54352401,0.33715962,0.060079164
HU01,2015,114000003,hungary,48.00412779,17.24820995,0.436878431,0,0.117647059,0.823529412,0.060079164
HU01,2015,114000002,hungary,47.79191747,17.65100879,0.379418007,0.041196787,0.363656922,0.410483972,0.060079164
HU01,2015,114000066,hungary,46.03001845,19.19055633,0.719644724,0.033178654,0.848027842,0.10812065,0.060079164
HU01,2015,114000069,hungary,47.25267844,21.84024432,0.546620755,0.041611972,0.670057758,0.232574166,0.060079164
HU01,2015,114000041,hungary,47.1046694,21.31721339,0.498168182,0,0.545454545,0,0.060079164
HU01,2015,114000021,hungary,45.94464569,18.89554029,0.504504264,0.028706673,0.812032371,0.134524355,0.060079164
HU01,2015,114000042,hungary,47.35831956,21.02989284,0.487393382,0.037310703,0.634940376,0.028806058,0.060079164
HU01,2015,114000046,hungary,46.85390027,21.07809604,0.429128727,0.025789761,0.481353904,0.35165586,0.060079164
HU01,2015,114000005,hungary,47.73507445,17.75956317,0.338531815,0.032118648,0.59933515,0.306339736,0.060079164
HU01,2015,114000086,hungary,47.000372,20.632578,0.412074167,0.02368065,0.890392422,0,0.060079164
HU01,2015,114000045,hungary,47.02048061,21.65588989,0.624975,0.048378104,0.325620882,0.450076026,0.060079164
HU01,2015,114000056,hungary,48.22099999,22.27869356,NA,0.041510565,0.434780452,0.460836918,0.060079164
HU01,2015,114000043,hungary,46.62948998,21.33331019,0.647825,0.012224903,0.421501706,0.458558903,0.060079164
HU01,2015,114000044,hungary,46.69378058,21.42990426,0.463115272,0.018651473,0.452997067,0.371715752,0.060079164
HU01,2015,114000052,hungary,46.76067081,20.20891276,0.515046694,0.028225154,0.619307965,0.212209402,0.060079164
HU01,2015,114000092,hungary,48.3452,22.103883,NA,0.041573635,0.436062202,0.459523006,0.060079164
HU01,2015,114000050,hungary,46.29986776,18.99319021,0.5635125,0.030038586,0.541199264,0.17059312,0.060079164
HU01,2015,114000059,hungary,47.75108544,18.1207973,0.276497518,0.040193486,0.393197929,0.396563923,0.060079164
HU01,2015,114000058,hungary,46.89058142,20.49846058,0.396831151,0,0.996170678,0.001094092,0.060079164
HU01,2016,114000003,hungary,48.00412779,17.24820995,0.400148318,0,0.117647059,0.823529412,0.060079164
HU01,2016,114000002,hungary,47.79191747,17.65100879,0.372699294,0.041242299,0.363045349,0.410559352,0.060079164
HU01,2016,114000042,hungary,47.35831956,21.02989284,0.304069263,0.037310703,0.634812349,0.028934084,0.060079164
HU01,2016,114000005,hungary,47.73507445,17.75956317,0.318623826,0.032158081,0.598550422,0.307167841,0.060079164
HU01,2016,114000041,hungary,47.1046694,21.31721339,0.443220187,0,0.545454545,0,0.060079164
HU01,2016,114000045,hungary,47.02048061,21.65588989,0.72706625,0.048555499,0.316016219,0.450329448,0.060079164
HU01,2016,114000056,hungary,48.22099999,22.27869356,NA,0.041518502,0.432935009,0.462475989,0.060079164
HU01,2016,114000040,hungary,47.63432655,21.37276356,0.535192172,0,1,0,0.060079164
HU01,2016,114000044,hungary,46.69378058,21.42990426,0.563954006,0.018651473,0.45281376,0.371837957,0.060079164
HU01,2016,114000052,hungary,46.76067081,20.20891276,0.454703531,0.028247944,0.617703564,0.212977418,0.060079164
HU01,2016,114000036,hungary,47.97945738,22.83410131,0.731993182,0.059434985,0.537529494,0.343472993,0.060079164
HU01,2016,114000043,hungary,46.62948998,21.33331019,0.538217568,0.012224903,0.421516418,0.458544192,0.060079164
HU01,2016,114000050,hungary,46.29986776,18.99319021,0.421386622,0.030136273,0.540857361,0.170772211,0.060079164
HU01,2016,114000021,hungary,45.94464569,18.89554029,0.568650568,0.028706673,0.812948542,0.133608184,0.060079164
HU01,2016,114000092,hungary,48.3452,22.103883,NA,0.041581531,0.434176888,0.46120893,0.060079164
HU01,2016,114000046,hungary,46.85390027,21.07809604,0.401109101,0.025836883,0.479492592,0.351783089,0.060079164
HU01,2016,114000058,hungary,46.89058142,20.49846058,0.552062886,0,0.996170678,0.001094092,0.060079164
HU01,2016,114000086,hungary,47.000372,20.632578,0.628843018,0.02368065,0.890392422,0,0.060079164
HU01,2016,114000059,hungary,47.75108544,18.1207973,0.283624492,0.040238282,0.392566177,0.396726361,0.060079164
HU01,2016,114000066,hungary,46.03001845,19.19055633,0.642314991,0.033178654,0.848259861,0.107888631,0.060079164
HU01,2016,114000069,hungary,47.25267844,21.84024432,0.699609756,0.041611972,0.667760567,0.234904174,0.060079164
HU01,2017,114000005,hungary,47.73507445,17.75956317,0.333175735,0.032205402,0.598369027,0.307337406,0.060079164
HU01,2017,114000021,hungary,45.94464569,18.89554029,0.474371329,0.028706673,0.813864712,0.132539319,0.060079164
HU01,2017,114000045,hungary,47.02048061,21.65588989,0.558307509,0.048555499,0.316066903,0.450405474,0.060079164
HU01,2017,114000003,hungary,48.00412779,17.24820995,0.404012034,0,0.235294118,0.705882353,0.060079164
HU01,2017,114000043,hungary,46.62948998,21.33331019,0.601620634,0.012224903,0.421795928,0.458249971,0.060079164
HU01,2017,114000044,hungary,46.69378058,21.42990426,0.391088667,0.018651473,0.45319565,0.371349138,0.060079164
HU01,2017,114000002,hungary,47.79191747,17.65100879,0.218276143,0.041322894,0.362941524,0.410254514,0.060079164
HU01,2017,114000036,hungary,47.97945738,22.83410131,0.763816427,0.059434985,0.53555258,0.34557745,0.060079164
HU01,2017,114000046,hungary,46.85390027,21.07809604,0.392117651,0.025841595,0.479709353,0.35154748,0.060079164
HU01,2017,114000058,hungary,46.89058142,20.49846058,0.683317056,0,0.996170678,0.001094092,0.060079164
HU01,2017,114000086,hungary,47.000372,20.632578,0.355891902,0.02368065,0.890392422,0,0.060079164
HU01,2017,114000042,hungary,47.35831956,21.02989284,0.4433,0.037310703,0.634812349,0.028934084,0.060079164
HU01,2017,114000056,hungary,48.22099999,22.27869356,NA,0.041536361,0.433359659,0.462059276,0.060079164
HU01,2017,114000069,hungary,47.25267844,21.84024432,0.546121698,0.041611972,0.667793384,0.234871357,0.060079164
HU01,2017,114000041,hungary,47.1046694,21.31721339,0.427613624,0,0.545454545,0,0.060079164
HU01,2017,114000052,hungary,46.76067081,20.20891276,0.364411478,0.028250223,0.617826629,0.212845237,0.060079164
HU01,2017,114000066,hungary,46.03001845,19.19055633,0.625882759,0.033178654,0.848491879,0.107656613,0.060079164
HU01,2017,114000040,hungary,47.63432655,21.37276356,0.50145507,0,1,0,0.060079164
HU01,2017,114000050,hungary,46.29986776,18.99319021,0.567970771,0.030168835,0.540775956,0.170853617,0.060079164
HU01,2017,114000059,hungary,47.75108544,18.1207973,0.223060331,0.040314896,0.392455233,0.396475168,0.060079164
HU01,2017,114000092,hungary,48.3452,22.103883,NA,0.041599299,0.434599356,0.460794359,0.060079164
IR01,2003,110000001,ireland,54.001086,-9.576039,0.7,0,0,0.266094421,0.05376031
IR01,2003,110000006,ireland,53.964133,-9.606073,0.6,0,0,0.194139194,0.05376031
IR01,2003,110000012,ireland,53.97774,-9.559862,0.7,0,0,0.071428571,0.05376031
IR01,2003,110000002,ireland,54.015348,-9.588357,0.7,0,0,0.347150259,0.05376031
IR01,2003,110000007,ireland,53.91706,-9.65592,0.7,0,0.019607843,0.047058824,0.05376031
IR01,2003,110000013,ireland,53.988006,-9.577586,0.8,0,0,0.243421053,0.05376031
IR01,2003,110000003,ireland,53.950406,-9.56435,0.7,0,0.032258065,0.048387097,0.05376031
IR01,2003,110000009,ireland,54.00126,-9.575217,0.7,0,0,0.265658747,0.05376031
IR01,2003,110000004,ireland,53.951784,-9.559057,0.7,0,0.01754386,0,0.05376031
IR01,2003,110000011,ireland,53.978363,-9.56309,0.7,0,0,0.057377049,0.05376031
IR01,2003,110000010,ireland,54.011348,-9.547965,0.7,0,0,0.170886076,0.05376031
IR01,2003,110000005,ireland,53.956045,-9.598229,0.7,0,0,0.174033149,0.05376031
IR01,2003,110000008,ireland,53.917952,-9.68549,0.8,0,0.055555556,0,0.05376031
IR01,2003,110000014,ireland,54.00186,-9.597087,0.8,0,0,0.338235294,0.05376031
IR01,2003,110000016,ireland,53.994128,-9.54101,0.8,0,0,0.567567568,0.05376031
IR01,2003,110000015,ireland,53.982908,-9.560202,0.7,0,0,0.473684211,0.05376031
IR01,2004,110000006,ireland,53.964133,-9.606073,0.7,0,0,0.194139194,0.05376031
IR01,2004,110000004,ireland,53.951784,-9.559057,0.8,0,0.01754386,0,0.05376031
IR01,2004,110000007,ireland,53.91706,-9.65592,0.7,0,0.019607843,0.047058824,0.05376031
IR01,2004,110000014,ireland,54.00186,-9.597087,0.8,0,0,0.338235294,0.05376031
IR01,2004,110000005,ireland,53.956045,-9.598229,0.8,0,0,0.174033149,0.05376031
IR01,2004,110000002,ireland,54.015348,-9.588357,0.7,0,0,0.347150259,0.05376031
IR01,2004,110000009,ireland,54.00126,-9.575217,0.7,0,0,0.265658747,0.05376031
IR01,2004,110000001,ireland,54.001086,-9.576039,0.6,0,0,0.266094421,0.05376031
IR01,2004,110000016,ireland,53.994128,-9.54101,0.8,0,0,0.567567568,0.05376031
IR01,2004,110000010,ireland,54.011348,-9.547965,0.7,0,0,0.170886076,0.05376031
IR01,2004,110000015,ireland,53.982908,-9.560202,0.8,0,0,0.473684211,0.05376031
IR01,2004,110000012,ireland,53.97774,-9.559862,0.8,0,0,0.071428571,0.05376031
IR01,2004,110000011,ireland,53.978363,-9.56309,0.8,0,0,0.057377049,0.05376031
IR01,2004,110000003,ireland,53.950406,-9.56435,0.7,0,0.032258065,0.048387097,0.05376031
IR01,2004,110000008,ireland,53.917952,-9.68549,0.7,0,0.055555556,0,0.05376031
IR01,2004,110000013,ireland,53.988006,-9.577586,0.7,0,0,0.243421053,0.05376031
IR01,2005,110000012,ireland,53.97774,-9.559862,0.7,0,0,0.071428571,0.05376031
IR01,2005,110000006,ireland,53.964133,-9.606073,0.7,0,0,0.194139194,0.05376031
IR01,2005,110000016,ireland,53.994128,-9.54101,0.8,0,0,0.567567568,0.05376031
IR01,2005,110000007,ireland,53.91706,-9.65592,0.7,0,0.019607843,0.047058824,0.05376031
IR01,2005,110000004,ireland,53.951784,-9.559057,0.7,0,0.01754386,0,0.05376031
IR01,2005,110000014,ireland,54.00186,-9.597087,0.8,0,0,0.338235294,0.05376031
IR01,2005,110000011,ireland,53.978363,-9.56309,0.8,0,0,0.057377049,0.05376031
IR01,2005,110000008,ireland,53.917952,-9.68549,0.7,0,0.065656566,0,0.05376031
IR01,2005,110000015,ireland,53.982908,-9.560202,0.8,0,0,0.473684211,0.05376031
IR01,2005,110000001,ireland,54.001086,-9.576039,0.7,0,0,0.266094421,0.05376031
IR01,2005,110000005,ireland,53.956045,-9.598229,0.8,0,0,0.174033149,0.05376031
IR01,2005,110000002,ireland,54.015348,-9.588357,0.8,0,0,0.347150259,0.05376031
IR01,2005,110000009,ireland,54.00126,-9.575217,0.8,0,0,0.265658747,0.05376031
IR01,2005,110000013,ireland,53.988006,-9.577586,0.8,0,0,0.243421053,0.05376031
IR01,2005,110000010,ireland,54.011348,-9.547965,0.7,0,0,0.170886076,0.05376031
IR01,2005,110000003,ireland,53.950406,-9.56435,0.7,0,0.032258065,0.048387097,0.05376031
IR01,2006,110000014,ireland,54.00186,-9.597087,0.7,0,0,0.338235294,0.05376031
IR01,2006,110000007,ireland,53.91706,-9.65592,0.6,0,0.019607843,0.047058824,0.05376031
IR01,2006,110000006,ireland,53.964133,-9.606073,0.7,0,0,0.194139194,0.05376031
IR01,2006,110000002,ireland,54.015348,-9.588357,0.8,0,0,0.347150259,0.05376031
IR01,2006,110000004,ireland,53.951784,-9.559057,0.8,0,0.01754386,0,0.05376031
IR01,2006,110000001,ireland,54.001086,-9.576039,0.8,0,0,0.266094421,0.05376031
IR01,2006,110000005,ireland,53.956045,-9.598229,0.7,0,0,0.174033149,0.05376031
IR01,2006,110000015,ireland,53.982908,-9.560202,0.7,0,0,0.473684211,0.05376031
IR01,2006,110000012,ireland,53.97774,-9.559862,0.7,0,0,0.071428571,0.05376031
IR01,2006,110000016,ireland,53.994128,-9.54101,0.8,0,0,0.567567568,0.05376031
IR01,2006,110000008,ireland,53.917952,-9.68549,0.7,0,0.065656566,0,0.05376031
IR01,2006,110000009,ireland,54.00126,-9.575217,0.7,0,0,0.265658747,0.05376031
IR01,2006,110000011,ireland,53.978363,-9.56309,0.7,0,0,0.057377049,0.05376031
IR01,2006,110000003,ireland,53.950406,-9.56435,0.8,0,0.032258065,0.048387097,0.05376031
IR01,2006,110000010,ireland,54.011348,-9.547965,0.7,0,0,0.170886076,0.05376031
IR01,2006,110000013,ireland,53.988006,-9.577586,0.8,0,0,0.243421053,0.05376031
IR01,2007,110000009,ireland,54.00126,-9.575217,0.7,0,0,0.265658747,0.05376031
IR01,2007,110000014,ireland,54.00186,-9.597087,0.7,0,0,0.338235294,0.05376031
IR01,2007,110000016,ireland,53.994128,-9.54101,0.8,0,0,0.567567568,0.05376031
IR01,2007,110000004,ireland,53.951784,-9.559057,0.7,0,0.01754386,0,0.05376031
IR01,2007,110000015,ireland,53.982908,-9.560202,0.7,0,0,0.473684211,0.05376031
IR01,2007,110000001,ireland,54.001086,-9.576039,0.7,0,0,0.266094421,0.05376031
IR01,2007,110000006,ireland,53.964133,-9.606073,0.7,0,0,0.194139194,0.05376031
IR01,2007,110000005,ireland,53.956045,-9.598229,0.7,0,0,0.174033149,0.05376031
IR01,2007,110000002,ireland,54.015348,-9.588357,0.8,0,0,0.347150259,0.05376031
IR01,2007,110000007,ireland,53.91706,-9.65592,0.7,0,0.019607843,0.047058824,0.05376031
IR01,2007,110000012,ireland,53.97774,-9.559862,0.8,0,0,0.071428571,0.05376031
IR01,2007,110000011,ireland,53.978363,-9.56309,0.7,0,0,0.057377049,0.05376031
IR01,2007,110000008,ireland,53.917952,-9.68549,0.7,0,0.065656566,0,0.05376031
IR01,2007,110000013,ireland,53.988006,-9.577586,0.7,0,0,0.243421053,0.05376031
IR01,2007,110000010,ireland,54.011348,-9.547965,0.7,0,0,0.170886076,0.05376031
IR01,2007,110000003,ireland,53.950406,-9.56435,0.8,0,0.032258065,0.048387097,0.05376031
IR01,2008,110000007,ireland,53.91706,-9.65592,0.6,0,0.019607843,0.047058824,0.05376031
IR01,2008,110000006,ireland,53.964133,-9.606073,0.7,0,0,0.194139194,0.05376031
IR01,2008,110000008,ireland,53.917952,-9.68549,0.6,0,0.065656566,0,0.05376031
IR01,2008,110000004,ireland,53.951784,-9.559057,0.8,0,0.01754386,0,0.05376031
IR01,2008,110000014,ireland,54.00186,-9.597087,0.6,0,0,0.338235294,0.05376031
IR01,2008,110000005,ireland,53.956045,-9.598229,0.7,0,0,0.174033149,0.05376031
IR01,2008,110000015,ireland,53.982908,-9.560202,0.7,0,0,0.473684211,0.05376031
IR01,2008,110000012,ireland,53.97774,-9.559862,0.7,0,0,0.071428571,0.05376031
IR01,2008,110000011,ireland,53.978363,-9.56309,0.7,0,0,0.057377049,0.05376031
IR01,2008,110000016,ireland,53.994128,-9.54101,0.7,0,0,0.567567568,0.05376031
IR01,2008,110000013,ireland,53.988006,-9.577586,0.6,0,0,0.243421053,0.05376031
IR01,2008,110000009,ireland,54.00126,-9.575217,0.7,0,0,0.265658747,0.05376031
IR01,2008,110000001,ireland,54.001086,-9.576039,0.7,0,0,0.266094421,0.05376031
IR01,2008,110000010,ireland,54.011348,-9.547965,0.8,0,0,0.170886076,0.05376031
IR01,2008,110000002,ireland,54.015348,-9.588357,0.7,0,0,0.347150259,0.05376031
IR01,2008,110000003,ireland,53.950406,-9.56435,0.7,0,0.032258065,0.048387097,0.05376031
IR01,2009,110000014,ireland,54.00186,-9.597087,0.8,0,0,0.338235294,0.05376031
IR01,2009,110000004,ireland,53.951784,-9.559057,0.8,0,0.01754386,0,0.05376031
IR01,2009,110000001,ireland,54.001086,-9.576039,0.8,0,0,0.266094421,0.05376031
IR01,2009,110000005,ireland,53.956045,-9.598229,0.6,0,0,0.174033149,0.05376031
IR01,2009,110000002,ireland,54.015348,-9.588357,0.8,0,0,0.347150259,0.05376031
IR01,2009,110000007,ireland,53.91706,-9.65592,0.7,0,0.019607843,0.047058824,0.05376031
IR01,2009,110000006,ireland,53.964133,-9.606073,0.7,0,0,0.194139194,0.05376031
IR01,2009,110000003,ireland,53.950406,-9.56435,0.7,0,0.032258065,0.048387097,0.05376031
IR01,2009,110000008,ireland,53.917952,-9.68549,0.7,0,0.065656566,0,0.05376031
IR01,2009,110000009,ireland,54.00126,-9.575217,0.7,0,0,0.265658747,0.05376031
IR01,2009,110000012,ireland,53.97774,-9.559862,0.7,0,0,0.071428571,0.05376031
IR01,2009,110000011,ireland,53.978363,-9.56309,0.8,0,0,0.057377049,0.05376031
IR01,2009,110000010,ireland,54.011348,-9.547965,0.7,0,0,0.170886076,0.05376031
IR01,2009,110000015,ireland,53.982908,-9.560202,0.7,0,0,0.473684211,0.05376031
IR01,2009,110000016,ireland,53.994128,-9.54101,0.8,0,0,0.567567568,0.05376031
IR01,2009,110000013,ireland,53.988006,-9.577586,0.8,0,0,0.243421053,0.05376031
IR01,2010,110000009,ireland,54.00126,-9.575217,0.7,0,0,0.265658747,0.05376031
IR01,2010,110000014,ireland,54.00186,-9.597087,0.7,0,0,0.338235294,0.05376031
IR01,2010,110000015,ireland,53.982908,-9.560202,0.7,0,0,0.473684211,0.05376031
IR01,2010,110000012,ireland,53.97774,-9.559862,0.7,0,0,0.071428571,0.05376031
IR01,2010,110000006,ireland,53.964133,-9.606073,0.8,0,0,0.194139194,0.05376031
IR01,2010,110000016,ireland,53.994128,-9.54101,0.7,0,0,0.567567568,0.05376031
IR01,2010,110000013,ireland,53.988006,-9.577586,0.6,0,0,0.243421053,0.05376031
IR01,2010,110000007,ireland,53.91706,-9.65592,0.8,0,0.019607843,0.047058824,0.05376031
IR01,2010,110000001,ireland,54.001086,-9.576039,0.7,0,0,0.266094421,0.05376031
IR01,2010,110000003,ireland,53.950406,-9.56435,0.8,0,0.032258065,0.048387097,0.05376031
IR01,2010,110000010,ireland,54.011348,-9.547965,0.7,0,0,0.170886076,0.05376031
IR01,2010,110000004,ireland,53.951784,-9.559057,0.7,0,0.01754386,0,0.05376031
IR01,2010,110000011,ireland,53.978363,-9.56309,0.7,0,0,0.057377049,0.05376031
IR01,2010,110000005,ireland,53.956045,-9.598229,0.7,0,0,0.174033149,0.05376031
IR01,2010,110000002,ireland,54.015348,-9.588357,0.8,0,0,0.347150259,0.05376031
IR01,2010,110000008,ireland,53.917952,-9.68549,0.7,0,0.065656566,0,0.05376031
IR01,2011,110000009,ireland,54.00126,-9.575217,0.7,0,0,0.265658747,0.05376031
IR01,2011,110000015,ireland,53.982908,-9.560202,0.6,0,0,0.473684211,0.05376031
IR01,2011,110000012,ireland,53.97774,-9.559862,0.8,0,0,0.071428571,0.05376031
IR01,2011,110000006,ireland,53.964133,-9.606073,0.7,0,0,0.194139194,0.05376031
IR01,2011,110000013,ireland,53.988006,-9.577586,0.7,0,0,0.243421053,0.05376031
IR01,2011,110000007,ireland,53.91706,-9.65592,0.7,0,0.019607843,0.047058824,0.05376031
IR01,2011,110000014,ireland,54.00186,-9.597087,0.7,0,0,0.338235294,0.05376031
IR01,2011,110000016,ireland,53.994128,-9.54101,0.8,0,0,0.567567568,0.05376031
IR01,2011,110000010,ireland,54.011348,-9.547965,0.7,0,0,0.170886076,0.05376031
IR01,2011,110000004,ireland,53.951784,-9.559057,0.7,0,0.01754386,0,0.05376031
IR01,2011,110000001,ireland,54.001086,-9.576039,0.7,0,0,0.266094421,0.05376031
IR01,2011,110000011,ireland,53.978363,-9.56309,0.7,0,0,0.057377049,0.05376031
IR01,2011,110000005,ireland,53.956045,-9.598229,0.7,0,0,0.174033149,0.05376031
IR01,2011,110000002,ireland,54.015348,-9.588357,0.8,0,0,0.347150259,0.05376031
IR01,2011,110000003,ireland,53.950406,-9.56435,0.7,0,0.032258065,0.048387097,0.05376031
IR01,2011,110000008,ireland,53.917952,-9.68549,0.6,0,0.065656566,0,0.05376031
IR01,2012,110000004,ireland,53.951784,-9.559057,0.8,0,0.01754386,0,0.05376031
IR01,2012,110000001,ireland,54.001086,-9.576039,0.7,0,0,0.266094421,0.05376031
IR01,2012,110000002,ireland,54.015348,-9.588357,0.7,0,0,0.347150259,0.05376031
IR01,2012,110000007,ireland,53.91706,-9.65592,0.8,0,0.019607843,0.047058824,0.05376031
IR01,2012,110000006,ireland,53.964133,-9.606073,0.7,0,0,0.194139194,0.05376031
IR01,2012,110000005,ireland,53.956045,-9.598229,0.7,0,0,0.174033149,0.05376031
IR01,2012,110000008,ireland,53.917952,-9.68549,0.7,0,0.065656566,0,0.05376031
IR01,2012,110000009,ireland,54.00126,-9.575217,0.8,0,0,0.265658747,0.05376031
IR01,2012,110000014,ireland,54.00186,-9.597087,0.8,0,0,0.338235294,0.05376031
IR01,2012,110000011,ireland,53.978363,-9.56309,0.7,0,0,0.057377049,0.05376031
IR01,2012,110000010,ireland,54.011348,-9.547965,0.7,0,0,0.170886076,0.05376031
IR01,2012,110000015,ireland,53.982908,-9.560202,0.7,0,0,0.473684211,0.05376031
IR01,2012,110000012,ireland,53.97774,-9.559862,0.8,0,0,0.071428571,0.05376031
IR01,2012,110000016,ireland,53.994128,-9.54101,0.8,0,0,0.567567568,0.05376031
IR01,2012,110000013,ireland,53.988006,-9.577586,0.7,0,0,0.243421053,0.05376031
IR01,2012,110000003,ireland,53.950406,-9.56435,0.8,0,0.032258065,0.048387097,0.05376031
IR01,2013,110000014,ireland,54.00186,-9.597087,0.8,0,0,0.338235294,0.05376031
IR01,2013,110000015,ireland,53.982908,-9.560202,0.8,0,0,0.473684211,0.05376031
IR01,2013,110000007,ireland,53.91706,-9.65592,0.7,0,0.019607843,0.047058824,0.05376031
IR01,2013,110000016,ireland,53.994128,-9.54101,0.8,0,0,0.567567568,0.05376031
IR01,2013,110000008,ireland,53.917952,-9.68549,0.6,0,0.065656566,0,0.05376031
IR01,2013,110000004,ireland,53.951784,-9.559057,0.8,0,0.01754386,0,0.05376031
IR01,2013,110000001,ireland,54.001086,-9.576039,0.6,0,0,0.266094421,0.05376031
IR01,2013,110000006,ireland,53.964133,-9.606073,0.8,0,0,0.194139194,0.05376031
IR01,2013,110000005,ireland,53.956045,-9.598229,0.8,0,0,0.174033149,0.05376031
IR01,2013,110000002,ireland,54.015348,-9.588357,0.8,0,0,0.347150259,0.05376031
