basin,country,year,delta_taxonomic_allYears,delta_biological_allYears,delta_ecological_allYears,taxa_addition_allYears,taxa_subtraction_allYears,biological_addition_allYears,biological_subtraction_allYears,ecological_addition_allYears,ecological_subtraction_allYears,delta_taxonomic_toFirst,delta_biological_toFirst,delta_ecological_toFirst,taxa_addition_toFirst,taxa_subtraction_toFirst,biological_addition_toFirst,biological_subtraction_toFirst,ecological_addition_toFirst,ecological_subtraction_toFirst,delta_taxonomic_fromLast,delta_biological_fromLast,delta_ecological_fromLast,taxa_addition_fromLast,taxa_subtraction_fromLast,biological_addition_fromLast,biological_subtraction_fromLast,ecological_addition_fromLast,ecological_subtraction_fromLast
LI01,lithuania,2016,-0.000722503,-0.016681946,-0.006190907,-0.008258536,-0.000330103,0.000521321,-0.003785611,0.000809184,-0.005118678,-0.01077496,-0.033588905,-0.057331728,-0.095183405,-0.001479255,-0.001291674,-0.006548177,-0.001276957,-0.006606812,NA,NA,NA,NA,NA,NA,NA,NA,NA
LI01,lithuania,2017,0.009600432,0.015584091,-0.005380332,0.107382283,-0.011770223,0.003854725,-0.002539355,0.00278745,-0.003114438,-0.001174528,-0.018004814,-0.06271206,0.004703291,-0.005753891,-0.000305828,-0.005564689,-0.002520435,-0.006061173,NA,NA,NA,NA,NA,NA,NA,NA,NA
LU01,luxembourg,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.004521314,-0.026895847,0.003677396,-0.006095652,-0.010916769,-0.000907818,0.000110399,-0.000716434,-0.005372322
LU01,luxembourg,2008,0.001790102,-0.018679006,-0.018303956,0.023544231,0.00671696,0.003087867,0.002818539,0.000319518,0.002779338,0.001790102,-0.018679006,-0.018303956,-0.006095652,-0.010916769,-0.001311251,0.0017874,0.002673937,-3.32E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
LU01,luxembourg,2009,-0.017982147,-0.014665677,0.012093231,-0.082603113,-0.014898403,-0.00395638,-0.000125075,-0.002229946,-0.000612913,-0.016192045,-0.033344683,-0.006210725,-0.067499831,-0.009192411,-0.003924772,-0.002632963,-0.002490598,-0.00010135,NA,NA,NA,NA,NA,NA,NA,NA,NA
LU01,luxembourg,2011,0.006699967,0.004138524,0.021448298,0.036858291,0.006595682,-0.000924638,0.002375147,0.003677366,0.002085796,-0.009492078,-0.029206159,0.015237573,-0.028330258,-0.004908011,-0.003815753,-0.001314034,0.003148721,0.000477759,NA,NA,NA,NA,NA,NA,NA,NA,NA
LU01,luxembourg,2012,-0.017812215,-0.006063892,-0.030536479,-0.053391063,-0.019046826,-0.001063365,0.0011077,-0.003073303,-0.004069256,-0.027304293,-0.035270051,-0.015298906,-0.099425492,-0.006250666,-0.005066685,-0.000841905,-0.002694438,-0.001548474,NA,NA,NA,NA,NA,NA,NA,NA,NA
LU01,luxembourg,2013,0.014933176,0.011320279,0.02008727,0.048561067,0.004716977,-0.000991602,-0.000157948,0.007842637,0.002486395,-0.012371117,-0.023949772,0.004788364,-0.025457882,-0.026940233,-0.003728285,-0.001987558,0.007761195,-0.000996438,NA,NA,NA,NA,NA,NA,NA,NA,NA
LU01,luxembourg,2014,0.005291105,-0.010979539,-0.00260071,0.009495358,0.012930611,-0.000592359,0.000401393,-0.001991779,-0.000335041,-0.007080012,-0.034929311,0.002187654,-0.038630601,0.008658455,-0.002292998,-0.003653779,0.007087426,-0.002525709,NA,NA,NA,NA,NA,NA,NA,NA,NA
LU01,luxembourg,2015,0.008067244,-0.003723999,0.010102809,0.01668528,0.016992148,-0.002352366,0.001628046,-0.001220179,-0.001372941,0.000987232,-0.03865331,0.012290463,0.025584579,-0.021879298,-0.003521029,-0.002936194,0.00328337,-0.001676728,NA,NA,NA,NA,NA,NA,NA,NA,NA
LU01,luxembourg,2016,-0.010112186,0.009596468,-0.037028436,-0.035205099,-0.015773795,-0.000687829,0.001540512,-0.000758263,-0.000800033,-0.009124954,-0.029056842,-0.024737973,-0.046455417,-0.000818196,-0.002484033,-0.003250431,0.003034836,-0.002942277,NA,NA,NA,NA,NA,NA,NA,NA,NA
LU01,luxembourg,2017,0.005268895,0.021043503,0.028415369,0.023544231,0.00671696,0.003087867,0.002818539,0.000319518,0.002779338,-0.003856059,-0.008013339,0.003677396,-0.006095652,-0.010916769,-0.001311251,0.0017874,0.002673937,-3.32E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE01,netherlands,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.088072782,-0.087271745,-0.13607422,-0.096482324,-0.006669924,-0.006890077,-0.02253559,-0.00859072,-0.030275085
NE01,netherlands,2009,0.029338382,0.043353979,-0.033006283,-0.048559981,-0.011405996,-0.001044588,-0.000691274,-0.006279778,-0.002715266,0.029338382,0.043353979,-0.033006283,-0.096482324,-0.006669924,-0.0045861,-0.026358568,-0.009090444,-0.018128356,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE01,netherlands,2010,-0.002191899,-0.033893689,0.001583761,0.033751315,-0.034806737,0.000350635,0.003259272,-0.007708594,-0.009690572,0.027146483,0.00946029,-0.031422522,0.035296703,0.027968277,0.00043174,0.004287771,-0.007933649,-0.007518513,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE01,netherlands,2011,-0.034062089,-0.032222366,0.002843888,-0.025196901,-0.023955725,-0.009903665,-0.003657064,0.011122105,0.001189631,-0.006915606,-0.022762076,-0.028578634,0.024158028,-0.010045673,-0.004856645,-0.002027848,-0.000650844,-0.000668501,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE01,netherlands,2012,-0.028907278,0.00104659,0.027363018,-0.016129936,-0.058259187,0.001747606,0.0042153,0.000542841,-0.000697792,-0.035822884,-0.021715486,-0.001215616,-0.024571266,-0.035705502,-0.000318881,-0.00205726,-0.004664006,-0.001525809,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE01,netherlands,2013,0.064727472,0.056097253,-0.028048629,0.125301885,0.021201647,0.007120355,0.010863704,0.004544452,0.002587055,0.028904588,0.034381767,-0.029264245,0.096604723,-0.010377958,0.014552826,0.008093646,0.010927855,-0.006323677,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE01,netherlands,2014,-0.076688097,-0.097874303,-0.093503673,-0.122118983,-0.045612279,-0.02145217,-0.016671375,-0.016963979,-0.026761542,-0.047783509,-0.063492536,-0.122767918,-0.071936858,-0.00956764,-0.012033026,-0.012971385,-0.018033165,-0.021538313,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE01,netherlands,2015,0.004556307,-0.014369077,0.047997828,-0.003406159,0.03077098,0.001349118,-0.000437687,0.017096805,0.003428304,-0.043227202,-0.077861613,-0.07477009,-0.036572788,-0.017566889,-0.009964192,-0.01397021,-0.007851087,-0.011404272,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE01,netherlands,2016,-0.015240192,0.000431919,-0.055768091,-0.041874969,0.003921618,0.00516039,0.00239955,-0.003548169,-0.008648835,-0.058467394,-0.077429694,-0.130538181,-0.089205127,-0.002887901,-0.001522705,-0.013673677,-0.0086397,-0.01954754,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE01,netherlands,2017,0.046679686,-0.017812185,0.030394595,0.055187077,0.037114498,-0.003223892,-0.005277055,0.015708206,0.002311301,-0.011787708,-0.095241879,-0.100143586,-0.010013157,0.010221703,0.000347932,-0.01866361,0.001395016,-0.014308356,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE01,netherlands,2018,-0.020977018,0.032423693,-0.030156591,-0.037411382,-0.005983434,-0.002402138,-0.00355014,-0.005326494,0.002210691,-0.032764726,-0.062818186,-0.130300177,-0.020734678,-0.022451592,-0.007761796,-0.0196194,0.001073525,-0.019009083,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE01,netherlands,2019,-0.03663495,-0.013893691,-0.005774043,-0.048559981,-0.011405996,-0.001044588,-0.000691274,-0.006279778,-0.002715266,-0.069399676,-0.076711877,-0.13607422,-0.096482324,-0.006669924,-0.0045861,-0.026358568,-0.009090444,-0.018128356,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP01,spain,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044300889,0.031291183,0.027981888,0.319114136,0.016294171,0.008012843,-0.006794511,-0.001532789,0.010384337
SP01,spain,1998,-0.033542942,-0.052207074,0.009754817,0.416589661,0.019928697,0.019215157,0.024109603,0.010584309,0.01319292,-0.033542942,-0.052207074,0.009754817,0.319114136,0.016294171,0.006467178,-0.010792995,0.000827216,-0.002581343,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP01,spain,1999,0.096180092,0.03592992,-0.015263795,0.186072755,0.010909013,0.030162234,-0.00315469,0.005228968,-0.010473985,0.06263715,-0.016277154,-0.005508978,0.116415813,0.007445422,-0.015640158,0.005105138,-0.017188335,-0.006851214,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP01,spain,2000,-0.049774428,-0.074322865,-0.016403107,-0.087782662,-0.048513889,-0.001724698,-0.035362647,0.008545616,-0.00672471,0.012862722,-0.090600019,-0.021912085,0.006168734,-0.018604051,-0.007627589,-0.039365666,-0.001164612,-0.0224855,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP01,spain,2001,0.006994302,0.030491292,0.047589865,-0.00102958,0.025262822,0.0108911,-0.008371694,0.013217461,0.003765765,0.019857024,-0.060108727,0.02567778,0.004655973,0.007141952,-0.018264913,-0.026793305,0.005117316,-0.009657311,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP01,spain,2002,0.021840548,-0.007607944,-0.052833825,0.074866938,-0.011226771,0.009148169,-0.006563494,0.001698842,-0.002818214,0.041697572,-0.067716671,-0.027156045,0.095375399,-0.019937309,-0.005195553,-0.039148019,-0.006593895,-0.003119743,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP01,spain,2003,0.015994958,0.02726811,0.066612741,0.02954751,0.002026941,0.012758681,-0.002498015,0.014363084,-0.001877399,0.05769253,-0.040448561,0.039456696,0.112535247,-0.005522704,-0.008667289,-0.021999437,0.008156121,0.004289746,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP01,spain,2004,-0.071518162,-0.050820355,-0.009453712,-0.140882499,-0.008006854,-0.011726891,-0.002630352,-0.006487587,-0.010832684,-0.013825632,-0.091268916,0.030002984,-0.053323234,0.011446423,-0.021037646,-0.027757758,-0.005124957,-0.006551513,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP01,spain,2005,0.023601142,0.035086148,-0.106951764,0.031264974,0.01826693,0.004046305,0.010123958,-0.01513958,-0.000801506,0.00977551,-0.056182768,-0.07694878,0.015292596,-0.007637501,-0.013098667,-0.023164533,-0.001703902,-0.020078299,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP01,spain,2006,-0.022544792,-0.010847516,0.014817761,-0.002741856,-0.037386758,-0.001892563,-0.001612564,0.001516328,-0.005480845,-0.012769282,-0.067030284,-0.062131019,-0.018744272,-0.013729248,-0.011688399,-0.025492845,-0.001426216,-0.026729897,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP01,spain,2007,-0.035247522,-0.022426704,-0.024727574,-0.081365642,0.011956888,-0.011684062,0.00449581,-0.009762051,-0.004982238,-0.048016804,-0.089456988,-0.086858593,-0.039311105,-0.062571168,-0.017022063,-0.029345046,-0.027809327,-0.02004289,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP01,spain,2008,0.025571897,0.019412585,0.080555656,0.029345911,-0.000242212,0.005072495,-0.000547659,0.0172538,0.018214753,-0.022444907,-0.070044403,-0.006302937,-0.063243682,-0.009534892,-0.005941475,-0.032839539,-0.005020522,-0.004426688,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP01,spain,2009,-0.030384,-0.032864222,-0.021992365,-0.085320621,0.030433977,-0.000656288,-0.016876914,-0.010314992,-0.006022898,-0.052828907,-0.102908625,-0.028295302,-0.10030531,-0.027359908,-0.013949782,-0.039547495,-0.002879838,-0.01642462,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP01,spain,2010,0.079481766,0.040452604,-0.004788403,0.142477523,0.024577834,0.007979368,0.006118169,0.010665645,0.003950461,0.026652859,-0.062456021,-0.033083705,0.056558503,-0.017168364,-0.007723166,-0.033257309,0.001545158,-0.006604599,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP01,spain,2011,-0.045599216,-0.03071938,-0.021160552,-0.051735997,-0.036968435,-0.001543627,-0.004124517,0.000547391,-0.010097142,-0.018946357,-0.093175401,-0.054244257,-0.034538138,-0.014776155,-0.022147839,-0.030848625,-0.013484655,-0.007222083,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP01,spain,2012,-0.032849378,0.000183165,0.018502065,-0.110834133,0.0401926,0.003013137,-0.005121389,-0.001276996,-0.006109098,-0.051795735,-0.092992236,-0.035742192,-0.103553823,-0.016402004,-0.019120252,-0.031942627,-0.009223791,-0.018306033,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP01,spain,2013,0.059890274,0.022448665,0.015234655,0.09083396,0.039459377,0.010646231,0.001980572,0.005923458,0.005611869,0.008094539,-0.070543571,-0.020507537,0.01246956,-0.002132049,-0.012370264,-0.027060126,-0.002611839,-0.013630121,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP01,spain,2014,0.007124703,-0.019127388,0.010640694,-0.067860376,0.067582759,-0.012647686,0.001964956,-0.005750032,0.005452616,0.015219242,-0.089670959,-0.009866843,-0.00860841,0.018668304,-0.022782059,-0.02783043,-0.007010855,-0.007349003,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP01,spain,2015,-0.070474047,0.003294297,-0.041360843,-0.07939754,-0.031772404,-0.00518431,0.007480765,-0.012484173,0.004024767,-0.055254805,-0.086376662,-0.051227686,-0.072464516,-0.028645535,-0.016245402,-0.032045202,-0.007596463,-0.015825359,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP01,spain,2016,0.202149759,0.09387718,0.079209574,0.416589661,0.019928697,0.019215157,0.024109603,0.010584309,0.01319292,0.146894954,0.007500518,0.027981888,0.319114136,0.016294171,0.006467178,-0.010792995,0.000827216,-0.002581343,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP02,spain,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.064224846,-0.073713257,-0.095998549,-0.070680959,-0.029150195,-0.005527622,0.003335146,-0.006270063,-0.006982276
SP02,spain,2008,-0.018422169,0.027234759,0.034604796,0.131998238,-0.025467504,0.017781023,0.006730936,0.019847106,-0.000602001,-0.018422169,0.027234759,0.034604796,-0.070680959,-0.029150195,-0.005306511,0.000378692,0.000267238,-0.009848486,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP02,spain,2009,-0.000934418,-0.03316363,-0.035451027,0.019732889,-0.020359046,-0.018990294,0.004354288,-0.012802353,-0.007283355,-0.019356587,-0.005928871,-0.000846231,0.00961503,-0.079242045,0.005531471,0.001966243,-0.007930838,-0.000972388,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP02,spain,2010,0.007103856,-0.021774407,0.045273854,0.019458336,0.004527837,-0.017327045,0.00889481,0.000474127,0.007154805,-0.012252731,-0.027703278,0.044427623,0.020095709,-0.065736551,-0.012196062,0.013670601,-0.002959898,0.00312873,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP02,spain,2011,-0.009811442,-0.035692145,-0.030024626,-0.020535452,-0.008221904,-0.010553445,-0.015919271,-0.00796075,-0.005563055,-0.022064173,-0.063395423,0.014402997,-0.055787294,-0.018610904,-0.021257347,0.001344528,-0.007006297,-0.003992052,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP02,spain,2012,-0.008522954,0.050392148,-0.063779296,-0.007618298,-0.02249614,0.001075356,0.021693741,0.001558847,0.011550156,-0.030587127,-0.013003275,-0.049376299,-0.062759304,-0.041753333,-0.002065691,-0.00013111,0.009740193,-0.008626589,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP02,spain,2013,0.060015819,-0.027731175,0.009074109,0.195788367,0.012847764,-0.006481651,0.000380079,-0.011802616,-0.006764907,0.029428692,-0.04073445,-0.04030219,0.126323234,-0.02219974,-0.011959143,0.0083703,-0.0087442,-0.006542044,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP02,spain,2014,-0.001722256,0.037334679,0.030226729,-0.020257808,0.012289617,-0.003881179,0.010100467,0.000205795,0.008041506,0.027706436,-0.003399771,-0.010075461,0.103476531,-0.007321228,-0.015545345,0.01791597,-0.008206575,0.001863072,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP02,spain,2015,-0.115895139,-0.109867242,-0.114864409,-0.254708378,-0.120490961,-0.028406149,-0.003145319,-0.014230614,-0.002195668,-0.088188703,-0.113267013,-0.12493987,-0.246234531,-0.032809505,-0.024732328,-0.007167959,-0.011896202,-0.012604857,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP02,spain,2016,0.052083292,0.076413485,0.037916687,0.151343747,0.009780901,0.009685071,0.002761687,0.012765507,-0.003484314,-0.036105411,-0.036853528,-0.087023183,-0.083881438,-0.03403795,-0.013127299,-0.002608217,-0.006593557,-0.009202183,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP02,spain,2017,-0.026650833,0.001663724,0.046318633,-0.058085678,-0.0283329,0.002646275,0.00666158,0.009163956,0.003861735,-0.062756244,-0.035189804,-0.04070455,-0.171584289,-0.032753677,-0.008271288,-0.000602967,-0.000224272,-0.000682783,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP02,spain,2018,-0.005560155,-0.055476246,-0.082266471,-0.021973647,0.019949725,-0.012896806,-0.007653705,-0.011336546,-0.015300655,-0.068316399,-0.09066605,-0.122971021,-0.167353093,-0.039008793,-0.022490385,-0.006379811,-0.016177786,-0.012194331,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP02,spain,2019,0.038943629,0.072602593,0.026972472,0.131998238,-0.025467504,0.017781023,0.006730936,0.019847106,-0.000602001,-0.02937277,-0.018063457,-0.095998549,-0.070680959,-0.029150195,-0.005306511,0.000378692,0.000267238,-0.009848486,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP03,spain,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001708316,-0.004773654,0.001899753,-0.195616859,-0.068581218,0.000302731,0.003741156,0.001841448,-0.00631195
SP03,spain,2008,-0.022119743,-0.024448454,-0.066261234,0.016223575,-0.031503688,0.007728103,0.004282662,0.004249069,-0.000296198,-0.022119743,-0.024448454,-0.066261234,-0.195616859,-0.068581218,0.002483842,0.004600385,-0.000718805,0.005663397,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP03,spain,2009,-0.003232116,0.016476025,0.050051005,0.018269009,-0.039913811,0.005463923,0.003458999,0.005998707,0.004357949,-0.025351859,-0.007972429,-0.016210229,-0.11978375,-0.093112296,0.00249149,0.002161069,0.001282706,0.000366705,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP03,spain,2010,-0.00016043,-0.019665231,-0.02818857,0.043785246,-0.044869254,-0.002957848,-0.009433998,-0.003599447,-0.005824664,-0.025512289,-0.02763766,-0.044398799,-0.162190787,-0.051789267,-0.005525023,-0.001035297,-0.006561938,-0.000849608,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP03,spain,2011,7.65E-05,0.039288692,0.043805026,-0.006679101,-0.003988836,0.015509931,0.0032593,0.006485521,0.005441904,-0.025435788,0.011651032,-0.000593773,-0.181041086,-0.043606905,0.007071341,0.003529866,0.000134151,0.003800215,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP03,spain,2012,-0.004125385,-0.03698056,-0.043652378,-0.056778834,0.023446951,-0.005136905,-0.007311914,-0.006611994,-0.000511116,-0.029561173,-0.025329528,-0.044246151,-0.196652027,-0.061327847,-0.001449681,-0.000630697,-0.005176102,0.003373983,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP03,spain,2013,-0.007478017,0.00614809,0.02737756,-0.059336676,0.011543459,-0.000621005,-0.002702479,-0.000484054,0.004055428,-0.03703919,-0.019181438,-0.016868591,-0.251224593,-0.054548497,-0.006970584,0.002593874,-0.003969075,0.005066545,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP03,spain,2014,0.008735324,0.017801782,0.011807672,-0.036788111,0.093009896,-0.00098833,0.003030394,-0.002690461,0.00376114,-0.028303866,-0.001379656,-0.005060919,-0.177731852,-0.071819453,-0.002159157,0.001950037,-0.003840897,0.005292484,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP03,spain,2015,-0.000197399,0.005741449,-0.004822739,-0.006019371,0.009274633,-0.003379077,0.00710264,-0.004110389,0.005596625,-0.028501265,0.004361793,-0.009883658,-0.199930869,-0.046365173,0.004488571,0.000335262,0.002106477,0.000778747,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP03,spain,2016,0.010686263,-0.012241809,-0.004875269,0.033330488,0.047833001,-0.004673018,0.002306787,-0.004154644,0.002072615,-0.017815002,-0.007880016,-0.014758927,-0.116035904,-0.049096648,0.005660771,-0.002276609,-0.001413216,0.001142724,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP03,spain,2017,0.001305579,0.004125282,-0.004341775,0.033813258,-0.010732156,-0.005420176,0.004073057,-0.005388668,0.003654869,-0.016509423,-0.003754734,-0.019100702,-0.089269684,-0.052781766,0.00023804,0.000609774,-0.005060422,0.003785262,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP03,spain,2018,-0.015577544,-0.018922017,0.011810304,-0.071111787,-0.035754726,-0.005561359,0.00186571,-0.003274744,0.006617155,-0.032086967,-0.022676751,-0.007290398,-0.174180665,-0.074737299,-0.001598958,-0.001673292,-0.001088859,0.0020184,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP03,spain,2019,0.000720801,0.033723795,0.009190151,0.016223575,-0.031503688,0.007728103,0.004282662,0.004249069,-0.000296198,-0.031366166,0.011047044,0.001899753,-0.195616859,-0.068581218,0.002483842,0.004600385,-0.000718805,0.005663397,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP04,spain,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.026662983,-0.038678397,0.003647093,-0.013985181,0.002153336,-0.001283791,-0.001882944,0.001706118,-0.001108751
SP04,spain,2008,0.014757109,0.027824838,0.008642971,-0.025607433,-0.003862463,-0.010909566,-0.009966137,-0.007752158,-0.008617216,0.014757109,0.027824838,0.008642971,-0.013985181,0.002153336,-0.002206219,-0.005124139,0.014404358,0.000154662,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP04,spain,2009,-0.015186748,-0.0548761,-0.002038181,-0.014485099,-0.051858332,-0.01551313,-0.000436106,-0.006569219,-0.007039155,-0.000429639,-0.027051262,0.00660479,-0.012422063,0.01255608,-0.008012186,0.000112609,0.002068864,-0.002166696,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP04,spain,2010,0.011098292,0.007657058,-0.014848663,0.02892668,-0.013403604,-0.000775868,0.006799802,0.000723312,-0.000174193,0.010668653,-0.019394204,-0.008243873,-0.011198885,0.026855978,-0.010799324,0.005794956,-0.002909905,0.001693696,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP04,spain,2011,0.000105273,0.045249395,0.039131858,0.011613667,0.020948087,-0.000537014,0.015100225,0.0099787,0.00493946,0.010773926,0.025855191,0.030887985,0.056502808,-0.00828396,-0.00402403,0.013867434,0.003706837,0.009342147,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP04,spain,2012,0.057246602,0.003604882,-0.012978191,0.160298805,0.000437301,-0.00122844,0.010581388,0.005110421,0.003484632,0.068020528,0.029460073,0.017909794,0.213550883,-0.00459593,-0.001483613,0.019011106,0.008453203,0.010818379,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP04,spain,2013,-0.048299312,-0.011632667,-0.007997096,-0.109720642,-0.051635441,-0.010363847,-0.002664204,-0.003926315,-0.010682547,0.019721216,0.017827406,0.009912698,0.038698728,0.008900142,-0.008357959,0.016814035,-0.000161791,0.007481463,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP04,spain,2014,0.040547661,0.013195422,0.042981555,0.043876722,0.079679547,0.015470857,0.005750775,0.017871768,0.006986503,0.060268877,0.031022828,0.052894253,0.159806504,0.011348636,-0.000891349,0.024485376,0.019333639,0.0120062,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP04,spain,2015,-0.057196534,-0.006091558,-0.022932012,-0.137798032,-0.058344815,-0.011583436,-0.005865786,-0.009581886,-0.010684152,0.003072343,0.02493127,0.029962241,-0.040790813,0.015803106,-0.006984297,0.016899731,0.00157545,0.010245001,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP04,spain,2016,0.043211153,0.021570755,0.010422275,0.100827745,0.061080995,0.003500861,0.011698374,0.009675904,0.008197361,0.046283496,0.046502025,0.040384516,0.123480354,0.013440678,0.004725059,0.019836228,0.014072535,0.014065901,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP04,spain,2017,-0.024362032,0.019741436,-0.003107417,-0.063847994,-0.012473022,-0.012304854,0.005835708,-0.001859749,0.00239291,0.021921464,0.066243461,0.037277099,0.059514857,0.001085159,0.002268024,0.010748931,0.02507576,0.008035499,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP04,spain,2018,-0.018380741,-0.069769314,0.005587706,-0.042339458,-0.000622508,-0.004426881,0.002720777,-0.000280628,0.003349104,0.003540723,-0.003525853,0.042864805,0.010129404,0.007508646,-0.004857582,0.016452097,0.019525775,0.009392852,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP04,spain,2019,-0.007857101,-0.06193177,-0.039217712,-0.025607433,-0.003862463,-0.010909566,-0.009966137,-0.007752158,-0.008617216,-0.004316378,-0.065457623,0.003647093,-0.013985181,0.002153336,-0.002206219,-0.005124139,0.014404358,0.000154662,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP05,spain,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.008674841,-0.060386466,-0.036317338,-0.135721704,-0.02262669,-0.005931196,-0.014051436,-0.007358169,-0.005700656
SP05,spain,2008,-0.01084281,0.046577509,-0.024091936,-0.005843677,-0.037287473,0.000936444,-0.000185269,-0.003425141,-0.005110419,-0.01084281,0.046577509,-0.024091936,-0.135721704,-0.02262669,-0.005814028,-0.008642586,-0.010518658,-0.011662852,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP05,spain,2009,-0.013080143,-0.084283039,0.03192882,0.037644899,-0.073973782,-0.008538537,-0.013571898,-0.008068391,-0.012291885,-0.023922953,-0.03770553,0.007836884,-0.043217672,-0.049402495,-0.008571521,-0.006517511,-0.008952749,-0.013003753,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP05,spain,2010,0.0390653,0.015807835,0.009347749,0.082636581,0.027153568,0.003943223,0.008012445,0.0151212,0.001279664,0.015142347,-0.021897695,0.017184633,0.032639818,-0.015469836,0.002764357,-0.00819553,0.008129338,-0.013448552,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP05,spain,2011,-0.053734203,0.031845244,0.012508658,-0.123990605,-0.037765843,-0.001023592,0.002151654,-0.00052914,0.004150432,-0.038591856,0.009947549,0.029693291,-0.116822623,-0.027763843,-0.005741442,0.004063222,0.006886263,-0.009553662,NA,NA,NA,NA,NA,NA,NA,NA,NA
