basin,country,year,delta_taxonomic_allYears,delta_biological_allYears,delta_ecological_allYears,taxa_addition_allYears,taxa_subtraction_allYears,biological_addition_allYears,biological_subtraction_allYears,ecological_addition_allYears,ecological_subtraction_allYears,delta_taxonomic_toFirst,delta_biological_toFirst,delta_ecological_toFirst,taxa_addition_toFirst,taxa_subtraction_toFirst,biological_addition_toFirst,biological_subtraction_toFirst,ecological_addition_toFirst,ecological_subtraction_toFirst,delta_taxonomic_fromLast,delta_biological_fromLast,delta_ecological_fromLast,taxa_addition_fromLast,taxa_subtraction_fromLast,biological_addition_fromLast,biological_subtraction_fromLast,ecological_addition_fromLast,ecological_subtraction_fromLast
DE05,denmark,2001,0.067047883,-0.040955978,-0.018498793,0.211974715,-0.013021689,-0.010458602,-0.010916849,-0.001707526,-0.008713345,0.035321924,-0.06355037,-0.015279263,0.088752214,0.023126122,-0.011729302,-0.006424608,-0.00198092,-0.000880314,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE05,denmark,2002,-0.03797952,0.045465443,-0.035649993,-0.049145971,-0.06656714,0.007659185,0.006767541,-0.00336701,-0.002916221,-0.002657596,-0.018084927,-0.050929256,-0.057951641,0.054116865,-0.003421351,0.00034347,-0.0045836,-0.003090528,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE05,denmark,2003,0.017639384,0.070961193,0.107343883,0.019467083,0.0188873,0.039271061,0.014621936,0.019519103,0.015532607,0.014981788,0.052876266,0.056414627,0.012551176,0.021968432,0.035575183,0.014298249,0.012270941,0.012013775,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE05,denmark,2004,0.011413109,-0.018760592,-0.013950298,0.004092665,0.027528257,-0.015331467,-0.01657296,-0.006277013,-0.002874034,0.026394897,0.034115674,0.042464329,0.05549881,0.010641719,0.011996784,0.005972833,0.015310396,0.004478619,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE05,denmark,2005,-0.045281571,-0.056028428,-0.04908598,-0.091625388,-0.041100735,-0.00259301,-0.011709175,-0.006841817,-0.009535384,-0.018886674,-0.021912754,-0.006621651,-0.068929993,0.002344399,0.007608558,-0.003719194,0.00109089,0.002617023,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE05,denmark,2006,0.022700827,0.091533798,0.014942567,-0.006511,0.058482113,0.026111755,0.005091601,0.013422401,0.00706002,0.003814153,0.069621044,0.008320916,-0.034315666,0.019701185,0.027842749,0.007188792,0.012672993,0.009119942,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE05,denmark,2007,0.054243401,0.034116224,0.016887453,0.164534871,0.028374686,0.003274539,0.000666467,0.017988285,0.008283529,0.058057554,0.103737268,0.025208369,0.201148156,-0.02285308,0.028954307,0.013542439,0.03458766,0.014946374,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE05,denmark,2008,-0.044422115,-0.064229983,-0.017774616,-0.084562387,-0.047382049,-0.018750615,-0.011647837,-0.017329528,-0.013812047,0.013635439,0.039507285,0.007433753,0.092199444,-0.045848803,0.010944239,-0.000784309,0.013004545,0.003065586,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE05,denmark,2009,-0.005680819,-0.007147798,0.034160389,-0.018355456,-0.009524334,0.024902897,0.003468031,0.006931606,0.001814606,0.00795462,0.032359487,0.041594142,0.025623323,-0.007152473,0.031099426,0.006559414,0.019065309,0.007250432,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE05,denmark,2010,-0.011343439,-0.040680028,-0.029340461,0.015684084,-0.057107112,-0.005164973,-0.02041469,-0.004380017,-0.010423271,-0.003388819,-0.008320541,0.012253681,-0.014646174,-0.008306004,0.009148658,0.002821705,0.005904363,0.003561753,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE05,denmark,2011,-0.005281153,0.049957525,-0.023554992,-0.046690665,0.025661119,-0.000868103,-0.002034034,-0.000462897,0.000809928,-0.008669972,0.041636984,-0.011301311,-0.049671463,0.005689739,0.005778594,0.006208029,0.006396199,0.001178437,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE05,denmark,2012,0.036597494,-0.038941936,-0.016225352,0.096346951,0.031541954,-0.005495615,0.010349001,-0.001720344,-0.001147799,0.027927522,0.002695048,-0.027526663,-0.040640052,0.124547232,0.003805298,0.011126524,0.00547577,-0.000580514,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE05,denmark,2013,-0.0110205,0.135514844,0.039944376,0.006341385,-0.031736752,0.002000651,0.012753829,0.011302784,0.009931939,0.016907022,0.138209892,0.012417713,0.054334968,0.004176844,0.007856645,0.024171584,0.013605839,0.01488078,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE05,denmark,2014,0.00999418,-0.045172363,-0.007759627,0.028174603,-0.015873016,-0.001180394,-0.000334037,-0.004533697,-0.001256684,0.026901202,0.093037529,0.004658086,0.050586345,0.020227055,0.025406022,0.003859741,0.018071605,0.002540102,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE05,denmark,2015,0.001143975,-0.106925222,-0.017097639,0.053252505,-0.043561854,-0.01508008,-0.003950467,0.005181056,-0.01059457,0.028045177,-0.013887693,-0.012439553,0.081157165,-0.000653115,0.005580234,0.001545152,0.01061809,0.00639543,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE05,denmark,2016,-0.049025709,0.078587365,0.01427724,-0.050906684,-0.085251723,0.012730348,-0.001251114,0.010569887,0.002965858,-0.020980532,0.064699672,0.001837687,-0.014833278,-0.040821078,0.014855409,0.005505735,0.016847766,0.015214263,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE05,denmark,2018,0.031748169,0.00958054,0.04668995,0.088814951,-0.016844681,0.010395263,0.005526114,0.003517905,0.007439568,0.010767637,0.074280212,0.048527637,0.024418652,-0.008102739,0.022389834,0.015745328,0.024079019,0.016432753,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE06,denmark,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.081871125,-0.082218429,-0.078088738,-0.086635913,-0.266951135,-0.050905062,-0.013404954,-0.023368815,-0.013234033
DE06,denmark,2000,-0.025116815,-0.023901336,-0.034585517,-0.000645907,-0.119093002,0.001878212,0.00681915,0.001021453,-0.001036353,-0.025116815,-0.023901336,-0.034585517,-0.086635913,-0.266951135,-0.028895729,-0.014302283,-0.014232866,-0.016162862,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE06,denmark,2001,-0.113753244,-0.042276364,-0.040809509,-0.195140114,-0.137556233,-0.020633924,-0.008532654,0.003103387,-0.002569523,-0.138870059,-0.0661777,-0.075395026,-0.186754162,-0.23008086,-0.043420964,-0.015327675,-0.017513697,-0.01474764,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE06,denmark,2002,0.073086781,0.001221076,-0.024405788,0.225129816,-0.015519848,0.018821631,0.011030634,0.001751499,-0.003742865,-0.065783278,-0.064956624,-0.099800814,-0.074397229,-0.132827825,-0.010488861,-0.014385195,-0.020255313,-0.017257159,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE06,denmark,2003,0.028176404,-0.0408859,0.022967664,0.065714015,0.017342351,-0.016612351,-0.005250036,-0.005981616,0.001539659,-0.037606874,-0.105842524,-0.07683315,-0.051529245,-0.072639442,-0.019902771,-0.022427146,-0.020416308,-0.020245867,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE06,denmark,2004,-0.021449294,-0.016071523,-0.019143849,-0.036875969,-0.030930757,-0.005436847,0.003000814,-0.010587543,0.000600247,-0.059056168,-0.121914047,-0.095976999,-0.093312686,-0.098662728,-0.022266925,-0.026681538,-0.024487741,-0.025024393,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE06,denmark,2005,-0.015859578,0.013384138,0.069527642,0.010656977,-0.05254566,0.004981664,-0.00130571,0.020126559,0.002680688,-0.074915746,-0.108529909,-0.026449357,-0.091397516,-0.142466581,-0.009496207,-0.03300428,-0.022343221,-0.007994542,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE06,denmark,2006,0.020382105,-0.036731989,-0.058536534,0.07074277,-0.007974015,-0.017781013,0.001752481,-0.014053664,-0.005783919,-0.054533641,-0.145261898,-0.084985891,-0.091753338,-0.079342004,-0.038811545,-0.025224865,-0.031150676,-0.020536027,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE06,denmark,2007,-0.078585334,-0.010394729,0.015222334,-0.021335802,-0.200405672,0.014833364,-0.000880541,0.009901222,-0.006391181,-0.133118975,-0.155656627,-0.069763557,-0.140776272,-0.252060544,-0.042275388,-0.018289215,-0.022429457,-0.022685093,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE06,denmark,2008,0.006946245,0.025974337,-0.024677049,0.064347711,-0.03773498,-0.002806316,-0.013408663,-0.002905008,-0.0002248,-0.12617273,-0.12968229,-0.094440606,-0.087020378,-0.279203708,-0.046025884,-0.023836902,-0.025573256,-0.021360955,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE06,denmark,2009,-0.027985519,-0.031457729,-0.009423922,-0.007729711,-0.07433641,-0.009180501,0.000149336,-0.000662972,0.001167414,-0.154158249,-0.161140019,-0.103864528,-0.240899815,-0.207390392,-0.050500533,-0.021284796,-0.02661357,-0.016768698,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE06,denmark,2010,0.12438999,0.058295949,0.089556904,0.311777124,0.036739858,0.034254538,0.014204472,0.001536894,0.008982074,-0.029768259,-0.10284407,-0.014307624,-0.074879807,-0.024893418,-0.020603247,-0.00917483,-0.020313855,-0.015444749,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE06,denmark,2012,-0.069239615,0.000347306,-0.043621748,-0.141310748,-0.06114726,-0.01416185,-0.006005033,0.001813614,0.007502794,-0.099007874,-0.102496764,-0.057929372,-0.1633719,-0.138859332,-0.037586286,-0.0112551,-0.014725564,-0.008741157,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE06,denmark,2013,0.005038841,-0.047130556,-0.020985033,0.023554118,-0.004458246,-0.018463397,0.006074711,-0.01936117,-0.005844944,-0.093969033,-0.14962732,-0.078914405,-0.129423143,-0.153712217,-0.034148525,-0.019445295,-0.035120557,-0.019100733,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE06,denmark,2015,0.008252549,-0.01467189,0.028179873,0.066380575,-0.051131684,0.001995599,-0.011090397,-0.005792994,0.021273638,-0.085716484,-0.16429921,-0.050734532,-0.1604895,-0.10739697,-0.045635631,-0.024393553,-0.023465829,-0.011551296,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE06,denmark,2015,0.008854875,0.055804004,-0.009107095,-0.05495545,0.08899378,0.013074806,0.012963065,-0.005286752,0.012495235,-0.076861609,-0.108495206,-0.059841627,-0.130387662,-0.103460478,-0.044549532,-0.004880009,-0.020603531,-0.010944106,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE06,denmark,2018,-0.043028345,0.01798769,-0.018247111,-0.000645907,-0.119093002,0.001878212,0.00681915,0.001021453,-0.001036353,-0.119889954,-0.090507516,-0.078088738,-0.086635913,-0.266951135,-0.028895729,-0.014302283,-0.014232866,-0.016162862,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE07,denmark,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.015578171,-0.012184757,-0.015843528,-0.078076443,-0.060083941,0.013937182,-0.000610184,0.003703143,0.001245029
DE07,denmark,2004,-0.002246427,0.000161501,-0.035759185,-0.117094134,-0.091047963,-0.001509856,0.010352446,-0.005932216,0.005560131,-0.002246427,0.000161501,-0.035759185,-0.078076443,-0.060083941,0.012975534,-0.00984326,0.009040711,-0.011144031,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE07,denmark,2005,-0.00626902,0.001403793,0.021121759,-0.020586968,0.001238727,0.013098649,0.009209115,0.013007324,-0.003399203,-0.008515447,0.001565294,-0.014637426,-0.038729237,0.015319636,0.002629987,0.001384876,0.000699676,-0.008469688,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE07,denmark,2006,0.014298408,-0.004895373,-0.008029168,0.029503181,0.020345008,-0.027621567,-0.005733118,-0.015197627,0.004206833,0.005782961,-0.003330079,-0.022666594,0.001350458,0.025088131,-0.00423327,-0.023958653,-0.001917942,-0.013347259,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE07,denmark,2007,-0.031784903,-0.053581767,-0.025431902,-0.006292157,-0.079685145,0.002993259,-0.011425637,-0.000932486,-0.011965271,-0.026001942,-0.056911846,-0.048098496,-0.091505107,0.031966394,-0.014099688,-0.019957133,-0.0191529,-0.010887605,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE07,denmark,2008,-0.081440075,-0.06309336,-0.021259482,-0.122906085,-0.030526384,0.000312641,-0.001531652,-0.000797227,-0.001350853,-0.107442017,-0.120005206,-0.069357978,-0.218801824,0.005830642,-0.025103119,-0.010490448,-0.021728596,-0.009773968,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE07,denmark,2009,0.018101116,0.045256657,0.041971542,0.080117467,-0.049992112,0.011501092,-0.009224082,0.01735665,-0.008259227,-0.089340901,-0.074748549,-0.027386436,-0.103013081,-0.079832746,-0.018739863,-0.015989262,-0.011115964,-0.012834526,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE07,denmark,2010,0.011416775,0.044291402,0.040032508,-0.005687212,-0.013603607,0.013188684,0.000295391,0.017093955,0.002414227,-0.077924126,-0.030457147,0.012646072,-0.19572126,-0.006415385,-0.003195196,-0.017040656,-0.002817471,-0.002771706,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE07,denmark,2011,0.041701194,0.12042833,-0.0242716,0.085611806,0.021824216,-0.000553444,0.013188043,-0.007630029,0.005862209,-0.036222932,0.089971183,-0.011625528,-0.08209731,-0.012603313,-0.003467662,-0.006266383,-0.00581098,0.001472894,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE07,denmark,2012,-0.008257544,-0.092315175,-0.00108519,-0.011086301,-0.004852535,-0.004252554,0.00171801,-0.007847006,-0.001046125,-0.044480476,-0.002343992,-0.012710718,-0.03961261,-0.07102685,-0.003278859,-0.007616193,-0.006703769,-0.006830722,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE07,denmark,2013,-0.022200924,-0.007462764,-0.00015626,-0.025048457,-0.045119593,0.00081816,-0.013086475,0.000360861,0.000241828,-0.0666814,-0.009806756,-0.012866978,-0.124968939,-0.055838571,-0.007371324,-0.018129632,0.000262856,-0.013573408,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE07,denmark,2014,0.029043907,0.005065583,0.004717002,0.12764413,-0.016938046,0.007194037,-0.001104795,0.012680616,0.003988063,-0.037637493,-0.004741173,-0.008149976,0.019219282,-0.089320709,0.00468088,-0.022049231,0.005950741,-0.004976247,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE07,denmark,2015,0.007586601,-0.032783936,-0.00319169,0.068892227,-0.071090582,0.010630152,-0.009144348,-0.000145328,-0.012307867,-0.030050892,-0.037525109,-0.011341666,0.015483878,-0.087783659,-0.006616027,-0.00663955,-0.006540869,-0.004132575,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE07,denmark,2016,0.04686503,0.13274351,0.009400068,0.151759033,-0.009477539,0.011729037,0.000517603,0.002994897,0.005703059,0.016814138,0.095218401,-0.001941598,0.066177545,0.003804168,0.000633285,-0.007608221,0.009440951,-0.011104118,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE07,denmark,2018,-0.07692901,-0.084402302,-0.01390193,-0.117094134,-0.091047963,-0.001509856,0.010352446,-0.005932216,0.005560131,-0.060114872,0.010816099,-0.015843528,-0.078076443,-0.060083941,0.012975534,-0.00984326,0.009040711,-0.011144031,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE08,denmark,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.007790223,-0.051787895,-0.00577871,0.008206952,-0.111910036,-0.042904586,-0.049693741,0.003900349,-0.02812479
DE08,denmark,1999,0.039374343,-0.103977037,0.025037435,-0.184784402,-0.197200896,-0.042246153,-0.026059452,-0.014734556,-0.018912681,0.039374343,-0.103977037,0.025037435,0.008206952,-0.111910036,-0.008139358,-0.028417496,-0.003932071,-0.032491439,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE08,denmark,2000,0.071566588,0.088113554,-0.035788086,0.143684806,0.006470007,0.015445173,-0.004908981,0.006650575,-0.019632272,0.110940931,-0.015863483,-0.010750651,0.170190293,0.048907978,0.012651907,-0.019512789,0.006537511,-0.012680107,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE08,denmark,2001,-0.065573675,-0.03562427,-0.007483459,-0.026246633,-0.091131479,-0.008097008,0.00274074,-0.004571168,0.013377852,0.045367256,-0.051487753,-0.01823411,0.109430331,-0.007710173,0.006765036,-0.018316616,0.007155585,-0.008473582,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE08,denmark,2002,0.017688185,-0.060281619,0.042812969,0.010583802,-0.004173937,0.009423485,-0.005706657,-0.007569865,0.005959307,0.063055441,-0.111769372,0.024578859,0.067846224,0.0402838,0.01529884,-0.020554416,0.007037639,-0.010282014,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE08,denmark,2003,-0.033388791,0.235922682,-0.015801387,-0.073846758,-0.003078833,0.028272035,0.002301088,-0.002120784,0.012128193,0.02966665,0.12415331,0.008777472,-0.005222092,0.036426526,0.013829938,0.001497373,0.014112591,-0.006866389,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE08,denmark,2004,0.107261183,-0.120004186,0.018783155,0.120710432,0.127913301,0.008642455,-0.016988187,0.007632446,-0.013162176,0.136927833,0.004149124,0.027560627,0.263774546,0.01605362,0.002621349,-0.000848777,0.018306366,-0.00914534,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE08,denmark,2005,-0.008740053,0.035397063,-0.000919759,-0.066345119,0.046227569,-0.001284702,4.92E-05,-0.001104444,0.017700093,0.12818778,0.039546187,0.026640868,0.257988094,0.001722523,0.01115248,-0.002105709,0.03114032,-0.014357801,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE08,denmark,2006,-0.101202587,0.014488597,-0.046388284,-0.137897253,-0.069592301,-0.033590201,-0.015457764,-0.019153856,-0.014454789,0.026985193,0.054034784,-0.019747416,0.029976683,0.022244378,-0.012279542,-0.023091506,0.009832631,-0.022465125,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE08,denmark,2007,0.150622467,-0.102178551,0.073451693,0.313694803,0.001758053,0.059517583,0.018693214,0.044023925,-0.002952899,0.17760766,-0.048143767,0.053704277,0.265209725,0.102464192,0.037037259,-0.001773592,0.028730133,-0.006241517,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE08,denmark,2008,-0.06655519,0.022491958,-0.012866819,-0.049008913,-0.096949309,-0.038619899,-0.023674559,-0.002040753,-0.014400598,0.11105247,-0.025651809,0.040837458,0.209304576,0.012411119,0.00181082,-0.013436411,0.00975197,0.001518683,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE08,denmark,2009,-0.024082468,0.010062752,-0.003090134,0.01711845,-0.06570347,0.016143302,0.014109577,-0.005995802,0.00483902,0.086970002,-0.015589057,0.037747324,0.1445446,0.028586076,0.004096879,0.004288409,0.013535683,-0.006608126,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE08,denmark,2010,-0.043888422,-0.1264688,-0.025922789,0.000527903,-0.079138241,-0.014174373,-0.01311164,-0.007373717,-0.009126564,0.04308158,-0.142057857,0.011824535,0.039254899,0.055265439,-0.01441141,-0.004814684,0.002622947,-0.010124382,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE08,denmark,2012,0.140695041,0.10129825,0.025478436,0.312663135,-0.024321685,0.015826206,0.018590387,0.004020037,0.01108601,0.183776621,-0.040759607,0.037302971,0.264941468,0.11792032,0.008201638,0.005882753,0.008866154,-0.002327913,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE08,denmark,2013,-0.138713013,-0.02305727,0.004496122,-0.122945082,-0.148875852,-0.002007425,-0.006260237,0.005393545,0.008978353,0.045063608,-0.063816877,0.041799093,0.175306706,-0.064265854,0.020560297,-0.019187997,0.02638865,-0.004160396,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE08,denmark,2014,0.09324659,0.137384246,-0.013763378,0.174646518,-0.007405156,0.014986259,0.002646805,-0.013280776,-0.013240351,0.138310198,0.073567369,0.028035715,0.255928226,0.022353988,0.009282462,0.00800245,0.003614746,-0.008459143,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE08,denmark,2015,-0.244289242,-0.20962823,-0.033814425,-0.184784402,-0.197200896,-0.042246153,-0.026059452,-0.014734556,-0.018912681,-0.105979044,-0.136060861,-0.00577871,0.008206952,-0.111910036,-0.008139358,-0.028417496,-0.003932071,-0.032491439,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE09,denmark,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005144264,0.091774189,-0.004528841,0.219136743,-0.017332115,0.036310221,0.026213408,0.011603701,0.003638868
DE09,denmark,2004,0.021519744,-0.020653275,-0.015384558,0.217227553,-0.003586447,0.022749888,-0.01281217,0.008280321,-0.011019001,0.021519744,-0.020653275,-0.015384558,0.219136743,-0.017332115,0.020823721,-0.006344114,0.020936749,-0.006293717,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE09,denmark,2005,0.015735175,0.087763578,0.057003916,-0.002207001,-0.014599531,0.047785871,0.000723677,0.022479632,0.009383462,0.037254919,0.067110303,0.041619358,0.036508218,0.0015963,0.023808088,0.011046386,0.027400016,0.004898903,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE09,denmark,2006,-0.017610881,-0.000524045,0.023375104,-0.004886887,-0.025666758,-0.003157465,-0.009970296,-0.004550162,0.000423623,0.019644038,0.066586258,0.064994462,0.012531566,-0.004980693,0.01687023,0.007034785,0.019046472,0.006082914,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE09,denmark,2007,0.021021891,-0.057833722,-0.062736689,0.056044724,0.002768312,-0.007351841,-0.010388367,-0.004392248,-0.012618013,0.040665929,0.008752536,0.002257773,0.076033152,-0.009669242,0.005755638,0.002066721,0.004651667,0.001088191,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE09,denmark,2008,-0.059716595,-0.059503623,-0.00272091,-0.068452746,-0.035872661,-0.011884547,-0.017088578,-0.001451995,0.015237106,-0.019050666,-0.050751087,-0.000463137,-0.03875962,0.000798122,-0.00742935,-0.009143104,0.002633025,0.015361528,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE09,denmark,2009,-0.020652814,0.04690708,-0.019619413,-0.003946506,-0.013516763,0.022099296,-0.001678358,-0.01226104,-0.004486059,-0.03970348,-0.003844007,-0.02008255,-0.053832986,-0.001591781,-0.000456486,-0.000917792,0.00354225,0.000177348,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE09,denmark,2010,0.041458904,-0.003503551,-0.012226053,0.023285428,0.033221596,-0.006238451,-0.000266656,-0.008205345,-0.005195591,0.001755424,-0.007347558,-0.032308603,-0.016320054,0.017402311,-0.003332589,-0.000985705,-0.003851532,-0.003603182,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE09,denmark,2012,0.120784455,0.184993422,0.040186992,0.262125835,-0.010977003,0.039823612,0.017241944,0.028225617,0.01221927,0.122539879,0.177645864,0.007878389,0.248442673,0.003788416,0.032713289,0.013944002,0.017352724,0.010192424,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE09,denmark,2013,-0.139096062,-0.100264284,-0.016376337,-0.2128826,-0.072547107,-0.02195219,-0.025940793,-0.012885615,-0.007688516,-0.016556183,0.07738158,-0.008497948,-0.010790464,-0.022408155,0.017550026,-0.014500555,0.018188297,-0.008160646,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE09,denmark,2014,0.115840535,0.037404903,0.019201407,0.214423228,0.009014277,0.020084855,0.000212104,0.00109034,0.002213999,0.099284352,0.114786483,0.010703459,0.197491514,-0.007252628,0.017610233,0.005176677,0.016322512,-0.002874469,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE09,denmark,2015,-0.006794689,0.009482937,-0.02401365,0.053756629,-0.051102071,0.002180396,-0.00511517,0.010802085,-0.001139451,0.092489663,0.12426942,-0.013310191,0.200050508,-0.007157065,0.028661252,-0.010040044,0.023366246,-0.004197513,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE09,denmark,2016,-0.084532077,0.050132892,0.014419641,-0.174535859,-0.030194063,-0.013817259,0.000184737,-0.006902148,0.006509345,0.007957586,0.174402312,0.00110945,-0.008371654,-0.003464824,0.012214724,-0.00457481,0.011650806,0.009563568,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE09,denmark,2018,0.089396679,-0.028957782,-0.005638291,0.217227553,-0.003586447,0.022749888,-0.01281217,0.008280321,-0.011019001,0.097354265,0.14544453,-0.004528841,0.219136743,-0.017332115,0.020823721,-0.006344114,0.020936749,-0.006293717,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI01,finland,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038718434,0.016526033,0.015408576,0.007713321,-0.021046097,-0.000103677,0.000937765,-0.004166507,0.005485234
FI01,finland,2011,-0.018492857,-0.050838003,0.032551821,-0.034973444,0.007013622,0.003109907,-0.006834841,-0.008719396,-0.009946142,-0.018492857,-0.050838003,0.032551821,0.007713321,-0.021046097,0.024733176,0.001233235,0.006264863,0.004067177,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI01,finland,2012,-0.002183413,0.037400468,-0.037555384,0.02315603,-0.029512031,-0.005501029,0.005196075,-0.005365814,-0.006242266,-0.02067627,-0.013437535,-0.005003563,-0.039103892,-0.014241937,0.012428334,-0.004993987,0.003683085,-0.00309025,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI01,finland,2013,0.029813772,0.020203748,0.028714837,0.047411993,0.013160418,5.77E-06,0.000191311,-0.005148376,0.008280884,0.009137502,0.006766213,0.023711274,0.027377511,-0.020150929,0.007977269,-0.000388904,0.007376809,-0.001753596,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI01,finland,2014,0.02064295,0.032657565,-0.01897551,0.046654541,0.009265348,0.00789838,0.000187436,0.001567002,-0.00351911,0.029780452,0.039423778,0.004735764,0.029074908,0.034071562,0.009441978,0.006104622,0.006411099,-0.005770787,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI01,finland,2015,-0.013347576,-0.013295357,0.075797196,-0.030921763,-0.017597662,0.010863553,0.002512317,0.023833859,0.002728226,0.016432876,0.026128421,0.08053296,0.001810781,0.012816265,0.022536924,0.007943204,0.020575058,0.00604358,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI01,finland,2016,-0.010268377,-0.038251813,-0.065124384,-0.034973444,0.007013622,0.003109907,-0.006834841,-0.008719396,-0.009946142,0.006164499,-0.012123392,0.015408576,0.007713321,-0.021046097,0.024733176,0.001233235,0.006264863,0.004067177,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI02,finland,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.013937363,-0.066834961,-0.010785622,0.016745491,0.006201946,0.00343094,-0.004428581,0.005802934,-0.005475572
