basin,country,basin_name,distance_mean,distance_max,distance_min,taxon_resolution,sample_units,number_sites,year,ts_length,taxa,total_taxa,urban_mean,crop_mean,forest_mean,eqr,temperature_trend,lat_center,lon_center,taxonomic_bray,biological_bray,ecological_bray,taxonomic_chiSq
DE06,denmark,Sneum,15.24083011,27.86019497,2.009164808,mixed,0.6/m2,7,2012,17,48,126,0.057880911,0.802009412,0.033790193,0.628306878,0.016331808,55.52179891,8.828490529,0.883039614,0.583732231,0.352640938,0.878194671
DE06,denmark,Sneum,15.24083011,27.86019497,2.009164808,mixed,0.6/m2,7,2013,17,50,126,0.057914281,0.801976042,0.033790193,0.652777778,0.016331808,55.52179891,8.828490529,0.888078455,0.536601675,0.331655905,0.880712799
DE06,denmark,Sneum,15.24083011,27.86019497,2.009164808,mixed,0.6/m2,7,2015,17,57,126,0.058081131,0.800647752,0.034951633,0.626984127,0.016331808,55.52179891,8.828490529,0.896331004,0.521929785,0.359835778,0.876811251
DE06,denmark,Sneum,15.24083011,27.86019497,2.009164808,mixed,0.6/m2,7,2015,17,49,126,0.058081131,0.786637219,0.035352073,0.599206349,0.016331808,55.52179891,8.828490529,0.905185879,0.577733789,0.350728683,0.884141753
DE06,denmark,Sneum,15.24083011,27.86019497,2.009164808,mixed,0.6/m2,7,2018,17,34,126,0.058081131,0.786036558,0.036052844,0.560846561,0.016331808,55.52179891,8.828490529,0.862157534,0.595721479,0.332481572,0.905859756
DE07,denmark,Stor,20.18208956,44.4429897,4.565599013,mixed,0.6/m2,8,2003,15,66,122,0.008687369,0.748123316,0.201309776,0.556712963,0.006474622,56.32501231,8.726229525,0.888680888,0.580213374,0.340476065,0.913808988
DE07,denmark,Stor,20.18208956,44.4429897,4.565599013,mixed,0.6/m2,8,2004,15,75,122,0.008782851,0.750237567,0.1990182,0.635416667,0.006474622,56.32501231,8.726229525,0.886434461,0.580374875,0.30471688,0.886674972
DE07,denmark,Stor,20.18208956,44.4429897,4.565599013,mixed,0.6/m2,8,2005,15,73,122,0.008960176,0.750060243,0.1990182,0.678819445,0.006474622,56.32501231,8.726229525,0.880165441,0.581778668,0.325838639,0.894074677
DE07,denmark,Stor,20.18208956,44.4429897,4.565599013,mixed,0.6/m2,8,2006,15,62,122,0.009096579,0.74992384,0.1990182,0.628472222,0.006474622,56.32501231,8.726229525,0.894463849,0.576883295,0.317809471,0.859547524
DE07,denmark,Stor,20.18208956,44.4429897,4.565599013,mixed,0.6/m2,8,2007,15,69,122,0.009178421,0.750109265,0.198538228,0.642361111,0.006474622,56.32501231,8.726229525,0.862678946,0.523301528,0.292377569,0.873380544
DE07,denmark,Stor,20.18208956,44.4429897,4.565599013,mixed,0.6/m2,8,2008,15,71,122,0.009273903,0.750013782,0.198538228,0.680555555,0.006474622,56.32501231,8.726229525,0.781238871,0.460208168,0.271118087,0.856856503
DE07,denmark,Stor,20.18208956,44.4429897,4.565599013,mixed,0.6/m2,8,2009,15,58,122,0.009301184,0.749986502,0.198538228,0.627314815,0.006474622,56.32501231,8.726229525,0.799339987,0.505464825,0.313089629,0.879279998
DE07,denmark,Stor,20.18208956,44.4429897,4.565599013,mixed,0.6/m2,8,2010,15,53,122,0.009392224,0.749895462,0.198538228,0.564236111,0.006474622,56.32501231,8.726229525,0.810756762,0.549756227,0.353122137,0.885485211
DE07,denmark,Stor,20.18208956,44.4429897,4.565599013,mixed,0.6/m2,8,2011,15,48,122,0.009405864,0.750307233,0.197332896,0.706018519,0.006474622,56.32501231,8.726229525,0.852457956,0.670184557,0.328850537,0.869882986
DE07,denmark,Stor,20.18208956,44.4429897,4.565599013,mixed,0.6/m2,8,2012,15,51,122,0.009446785,0.750266312,0.197332896,0.711805556,0.006474622,56.32501231,8.726229525,0.844200412,0.577869382,0.327765347,0.885194911
DE07,denmark,Stor,20.18208956,44.4429897,4.565599013,mixed,0.6/m2,8,2013,15,71,122,0.009446785,0.750266312,0.197332896,0.75,0.006474622,56.32501231,8.726229525,0.821999488,0.570406618,0.327609087,0.882690634
DE07,denmark,Stor,20.18208956,44.4429897,4.565599013,mixed,0.6/m2,8,2014,15,52,122,0.009514987,0.75019811,0.197332896,0.734375,0.006474622,56.32501231,8.726229525,0.851043395,0.575472201,0.332326089,0.887109094
DE07,denmark,Stor,20.18208956,44.4429897,4.565599013,mixed,0.6/m2,8,2015,15,56,122,0.009514987,0.75019811,0.197332896,0.718171296,0.006474622,56.32501231,8.726229525,0.858629996,0.542688265,0.329134399,0.897584792
DE07,denmark,Stor,20.18208956,44.4429897,4.565599013,mixed,0.6/m2,8,2016,15,58,122,0.009528627,0.748777641,0.197346536,0.619212963,0.006474622,56.32501231,8.726229525,0.905495026,0.675431775,0.338534467,0.87276428
DE07,denmark,Stor,20.18208956,44.4429897,4.565599013,mixed,0.6/m2,8,2018,15,56,122,0.009555908,0.747042217,0.199550992,0.702546296,0.006474622,56.32501231,8.726229525,0.828566016,0.591029473,0.324632537,0.876035292
DE08,denmark,Varde,20.07798888,37.88761606,6.963982714,mixed,0.6/m2,5,1998,17,40,89,0.007931885,0.723629486,0.123969738,0.536111111,0.006223237,55.6335043,8.714028732,0.73108702,0.493350182,0.201846249,0.795388844
DE08,denmark,Varde,20.07798888,37.88761606,6.963982714,mixed,0.6/m2,5,1999,17,37,89,0.007931885,0.719056513,0.128542711,0.405555556,0.006223237,55.6335043,8.714028732,0.770461363,0.389373145,0.226883684,0.793688167
DE08,denmark,Varde,20.07798888,37.88761606,6.963982714,mixed,0.6/m2,5,2000,17,38,89,0.007931885,0.719056513,0.128542711,0.605555556,0.006223237,55.6335043,8.714028732,0.842027951,0.477486699,0.191095598,0.735824099
DE08,denmark,Varde,20.07798888,37.88761606,6.963982714,mixed,0.6/m2,5,2001,17,38,89,0.007931885,0.719056513,0.128542711,0.663888889,0.006223237,55.6335043,8.714028732,0.776454276,0.441862429,0.183612139,0.760999483
DE08,denmark,Varde,20.07798888,37.88761606,6.963982714,mixed,0.6/m2,5,2002,17,47,89,0.008239577,0.718748821,0.128542711,0.559259259,0.006223237,55.6335043,8.714028732,0.794142461,0.38158081,0.226425108,0.832484736
DE08,denmark,Varde,20.07798888,37.88761606,6.963982714,mixed,0.6/m2,5,2003,17,50,89,0.008239577,0.717030854,0.132922041,0.655555556,0.006223237,55.6335043,8.714028732,0.76075367,0.617503492,0.210623721,0.808405523
DE08,denmark,Varde,20.07798888,37.88761606,6.963982714,mixed,0.6/m2,5,2004,17,53,89,0.008239577,0.717030854,0.132922041,0.639814815,0.006223237,55.6335043,8.714028732,0.868014853,0.497499306,0.229406876,0.847434185
DE08,denmark,Varde,20.07798888,37.88761606,6.963982714,mixed,0.6/m2,5,2005,17,50,89,0.008947124,0.713460028,0.136071647,0.598148148,0.006223237,55.6335043,8.714028732,0.8592748,0.532896369,0.228487117,0.856438499
DE08,denmark,Varde,20.07798888,37.88761606,6.963982714,mixed,0.6/m2,5,2006,17,50,89,0.010046025,0.709784176,0.140366565,0.586111111,0.006223237,55.6335043,8.714028732,0.758072213,0.547384966,0.182098833,0.809790143
DE08,denmark,Varde,20.07798888,37.88761606,6.963982714,mixed,0.6/m2,5,2007,17,37,89,0.010281874,0.709548327,0.140366565,0.562962963,0.006223237,55.6335043,8.714028732,0.90869468,0.445206415,0.255550526,0.870958464
DE08,denmark,Varde,20.07798888,37.88761606,6.963982714,mixed,0.6/m2,5,2008,17,43,89,0.010281874,0.70273521,0.148754485,0.617592593,0.006223237,55.6335043,8.714028732,0.84213949,0.467698373,0.242683707,0.8283732
DE08,denmark,Varde,20.07798888,37.88761606,6.963982714,mixed,0.6/m2,5,2009,17,39,89,0.010281874,0.70273521,0.148754485,0.737962963,0.006223237,55.6335043,8.714028732,0.818057022,0.477761125,0.239593573,0.839052419
DE08,denmark,Varde,20.07798888,37.88761606,6.963982714,mixed,0.6/m2,5,2010,17,43,89,0.010517723,0.702499361,0.148754485,0.623148148,0.006223237,55.6335043,8.714028732,0.7741686,0.351292325,0.213670784,0.843544078
DE08,denmark,Varde,20.07798888,37.88761606,6.963982714,mixed,0.6/m2,5,2012,17,39,89,0.010517723,0.702499361,0.148754485,0.726851852,0.006223237,55.6335043,8.714028732,0.914863641,0.452590575,0.23914922,0.85249378
DE08,denmark,Varde,20.07798888,37.88761606,6.963982714,mixed,0.6/m2,5,2013,17,39,89,0.010517723,0.702499361,0.148754485,0.712962963,0.006223237,55.6335043,8.714028732,0.776150628,0.429533305,0.243645342,0.806967793
DE08,denmark,Varde,20.07798888,37.88761606,6.963982714,mixed,0.6/m2,5,2014,17,37,89,0.010517723,0.692577156,0.159148389,0.733333333,0.006223237,55.6335043,8.714028732,0.869397218,0.566917551,0.229881964,0.850491096
DE08,denmark,Varde,20.07798888,37.88761606,6.963982714,mixed,0.6/m2,5,2015,17,44,89,0.010517723,0.692577156,0.159148389,0.727777778,0.006223237,55.6335043,8.714028732,0.625107976,0.357289321,0.196067539,0.81727574
DE09,denmark,Vida,20.86646907,40.40610321,4.304673212,mixed,0.6/m2,6,2003,14,53,111,0.008001123,0.781098365,0.032839656,0.550925926,0.021249769,55.0100616,9.028331896,0.740997774,0.383809847,0.233140918,0.85771956
DE09,denmark,Vida,20.86646907,40.40610321,4.304673212,mixed,0.6/m2,6,2004,14,60,111,0.008607028,0.78049246,0.032839656,0.702932099,0.021249769,55.0100616,9.028331896,0.762517518,0.363156572,0.21775636,0.835607874
DE09,denmark,Vida,20.86646907,40.40610321,4.304673212,mixed,0.6/m2,6,2005,14,54,111,0.009800779,0.779298709,0.032839656,0.616512346,0.021249769,55.0100616,9.028331896,0.778252693,0.45092015,0.274760276,0.88991804
DE09,denmark,Vida,20.86646907,40.40610321,4.304673212,mixed,0.6/m2,6,2006,14,53,111,0.009866036,0.779233452,0.032839656,0.596450618,0.021249769,55.0100616,9.028331896,0.760641812,0.450396105,0.29813538,0.870813098
DE09,denmark,Vida,20.86646907,40.40610321,4.304673212,mixed,0.6/m2,6,2007,14,74,111,0.009931293,0.779168195,0.032839656,0.661265432,0.021249769,55.0100616,9.028331896,0.781663703,0.392562383,0.235398691,0.864470944
DE09,denmark,Vida,20.86646907,40.40610321,4.304673212,mixed,0.6/m2,6,2008,14,62,111,0.022751806,0.766347682,0.032839656,0.647376543,0.021249769,55.0100616,9.028331896,0.721947108,0.33305876,0.232677781,0.836544587
DE09,denmark,Vida,20.86646907,40.40610321,4.304673212,mixed,0.6/m2,6,2009,14,60,111,0.022966168,0.76613332,0.032839656,0.722222222,0.021249769,55.0100616,9.028331896,0.701294294,0.37996584,0.213058368,0.810725458
DE09,denmark,Vida,20.86646907,40.40610321,4.304673212,mixed,0.6/m2,6,2010,14,57,111,0.023138606,0.765960882,0.032839656,0.699074074,0.021249769,55.0100616,9.028331896,0.742753198,0.376462289,0.200832315,0.834956489
DE09,denmark,Vida,20.86646907,40.40610321,4.304673212,mixed,0.6/m2,6,2012,14,54,111,0.023203863,0.765895624,0.032839656,0.680555556,0.021249769,55.0100616,9.028331896,0.863537653,0.561455711,0.241019307,0.844035734
DE09,denmark,Vida,20.86646907,40.40610321,4.304673212,mixed,0.6/m2,6,2013,14,48,111,0.023203863,0.765895624,0.032839656,0.706018519,0.021249769,55.0100616,9.028331896,0.724441591,0.461191427,0.22464297,0.794353473
DE09,denmark,Vida,20.86646907,40.40610321,4.304673212,mixed,0.6/m2,6,2014,14,58,111,0.023203863,0.765895624,0.032839656,0.69212963,0.021249769,55.0100616,9.028331896,0.840282126,0.49859633,0.243844377,0.858791657
DE09,denmark,Vida,20.86646907,40.40610321,4.304673212,mixed,0.6/m2,6,2015,14,52,111,0.023203863,0.765895624,0.032839656,0.796296296,0.021249769,55.0100616,9.028331896,0.833487437,0.508079267,0.219830727,0.814802236
DE09,denmark,Vida,20.86646907,40.40610321,4.304673212,mixed,0.6/m2,6,2016,14,58,111,0.023203863,0.737358178,0.045820906,0.763888889,0.021249769,55.0100616,9.028331896,0.74895536,0.558212159,0.234250368,0.82617778
DE09,denmark,Vida,20.86646907,40.40610321,4.304673212,mixed,0.6/m2,6,2018,14,50,111,0.023203863,0.73853717,0.044534733,0.69212963,0.021249769,55.0100616,9.028331896,0.838352039,0.529254377,0.228612077,0.868908274
FI01,finland,Neva,152.0533302,275.1236295,11.38292672,mixed,ind/sample,6,2010,7,63,79,0,0.043331383,0.826913401,NA,0.063697799,63.1839665,28.908468,0.804184647,0.395128994,0.16868515,0.817985225
FI01,finland,Neva,152.0533302,275.1236295,11.38292672,mixed,ind/sample,6,2011,7,60,79,0,0.04337453,0.826546377,NA,0.063697799,63.1839665,28.908468,0.78569179,0.344290991,0.201236971,0.812614668
FI01,finland,Neva,152.0533302,275.1236295,11.38292672,mixed,ind/sample,6,2012,7,65,79,0,0.044591571,0.823785534,NA,0.063697799,63.1839665,28.908468,0.783508377,0.381691459,0.163681587,0.795202579
FI01,finland,Neva,152.0533302,275.1236295,11.38292672,mixed,ind/sample,6,2013,7,62,79,0,0.044576561,0.822017183,NA,0.063697799,63.1839665,28.908468,0.813322149,0.401895207,0.192396424,0.823536811
FI01,finland,Neva,152.0533302,275.1236295,11.38292672,mixed,ind/sample,6,2014,7,54,79,0,0.045309295,0.819478403,NA,0.063697799,63.1839665,28.908468,0.833965099,0.434552772,0.173420914,0.835379651
FI01,finland,Neva,152.0533302,275.1236295,11.38292672,mixed,ind/sample,6,2015,7,60,79,0,0.045309295,0.819478403,NA,0.063697799,63.1839665,28.908468,0.820617523,0.421257415,0.24921811,0.849885834
FI01,finland,Neva,152.0533302,275.1236295,11.38292672,mixed,ind/sample,6,2016,7,49,79,0,0.046284807,0.817843786,NA,0.063697799,63.1839665,28.908468,0.810349146,0.383005602,0.184093726,0.832360968
FI02,finland,Oulankajoki,14.548133,29.12149339,0.36204588,mixed,ind/sample,10,2000,15,57,78,0.002596407,0,0.915433537,0.925565706,0.077336758,66.286681,29.354003,0.821291826,0.395376476,0.300898973,0.867982788
FI02,finland,Oulankajoki,14.548133,29.12149339,0.36204588,mixed,ind/sample,10,2001,15,51,78,0.002596407,0,0.917072371,0.894119471,0.077336758,66.286681,29.354003,0.819753221,0.312941984,0.302342793,0.856677612
FI02,finland,Oulankajoki,14.548133,29.12149339,0.36204588,mixed,ind/sample,10,2002,15,56,78,0.002596407,0,0.917072371,0.867828198,0.077336758,66.286681,29.354003,0.867378085,0.396173355,0.273709767,0.886873888
FI02,finland,Oulankajoki,14.548133,29.12149339,0.36204588,mixed,ind/sample,10,2003,15,59,78,0.002596407,0,0.918317184,0.953023586,0.077336758,66.286681,29.354003,0.863870321,0.426746274,0.271392895,0.868260025
FI02,finland,Oulankajoki,14.548133,29.12149339,0.36204588,mixed,ind/sample,10,2004,15,56,78,0.002596407,0,0.923923166,0.972396286,0.077336758,66.286681,29.354003,0.799886468,0.395533393,0.222785803,0.860395085
FI02,finland,Oulankajoki,14.548133,29.12149339,0.36204588,mixed,ind/sample,10,2005,15,57,78,0.002596407,0,0.923923166,0.91323695,0.077336758,66.286681,29.354003,0.833968031,0.3478123,0.269535725,0.867014128
FI02,finland,Oulankajoki,14.548133,29.12149339,0.36204588,mixed,ind/sample,10,2006,15,54,78,0.002596407,0,0.92522625,0.790156926,0.077336758,66.286681,29.354003,0.887294136,0.403459845,0.347891651,0.91239335
FI02,finland,Oulankajoki,14.548133,29.12149339,0.36204588,mixed,ind/sample,10,2007,15,52,78,0.002596407,0,0.92522625,0.954389819,0.077336758,66.286681,29.354003,0.86844384,0.438717945,0.238930644,0.861660613
FI02,finland,Oulankajoki,14.548133,29.12149339,0.36204588,mixed,ind/sample,10,2008,15,51,78,0.002596407,0,0.92522625,0.973404505,0.077336758,66.286681,29.354003,0.838604617,0.386666356,0.240460435,0.858303359
FI02,finland,Oulankajoki,14.548133,29.12149339,0.36204588,mixed,ind/sample,10,2009,15,52,78,0.002596407,0,0.926549293,0.992170076,0.077336758,66.286681,29.354003,0.835515738,0.32669283,0.247861439,0.830837595
FI02,finland,Oulankajoki,14.548133,29.12149339,0.36204588,mixed,ind/sample,10,2010,15,59,78,0.002596407,0,0.926549293,0.953309907,0.077336758,66.286681,29.354003,0.828825813,0.402788747,0.290866997,0.874557203
FI02,finland,Oulankajoki,14.548133,29.12149339,0.36204588,mixed,ind/sample,10,2011,15,59,78,0.002596407,0,0.926134355,0.972027199,0.077336758,66.286681,29.354003,0.835989865,0.367372136,0.277422935,0.872233676
FI02,finland,Oulankajoki,14.548133,29.12149339,0.36204588,mixed,ind/sample,10,2012,15,60,78,0.002596407,0,0.926134355,0.993343,0.077336758,66.286681,29.354003,0.79907109,0.383974218,0.262004933,0.843625549
FI02,finland,Oulankajoki,14.548133,29.12149339,0.36204588,mixed,ind/sample,10,2013,15,59,78,0.002596407,0,0.926575369,0.975398635,0.077336758,66.286681,29.354003,0.790986412,0.351434942,0.252077008,0.850283259
FI02,finland,Oulankajoki,14.548133,29.12149339,0.36204588,mixed,ind/sample,10,2014,15,54,78,0.002596407,0,0.926575369,0.922987951,0.077336758,66.286681,29.354003,0.813806932,0.330646468,0.290113351,0.869605534
FR01,france,Dordogne,44.03210797,76.59728044,22.19238125,mostly family,ind/sample,6,1994,8,53,85,0.002356798,0.355926894,0.423901802,0.694117647,0.034368946,45.15549936,0.59898772,0.735251676,0.358568998,0.210401501,0.78385798
FR01,france,Dordogne,44.03210797,76.59728044,22.19238125,mostly family,ind/sample,6,1995,8,51,85,0.002382514,0.357458148,0.42156536,0.776470588,0.034368946,45.15549936,0.59898772,0.78041543,0.42843897,0.211028652,0.827458643
FR01,france,Dordogne,44.03210797,76.59728044,22.19238125,mostly family,ind/sample,6,1996,8,56,85,0.002424743,0.357457381,0.422230981,0.847058824,0.034368946,45.15549936,0.59898772,0.801161946,0.404547411,0.203232822,0.854130049
FR01,france,Dordogne,44.03210797,76.59728044,22.19238125,mostly family,ind/sample,6,1997,8,57,85,0.002515778,0.357542335,0.422355666,0.847058824,0.034368946,45.15549936,0.59898772,0.774649841,0.4233151,0.181623647,0.801605418
FR01,france,Dordogne,44.03210797,76.59728044,22.19238125,mostly family,ind/sample,6,1998,8,54,85,0.002598989,0.357476755,0.422849404,0.858823529,0.034368946,45.15549936,0.59898772,0.729395338,0.367348287,0.200298254,0.787730776
FR01,france,Dordogne,44.03210797,76.59728044,22.19238125,mostly family,ind/sample,6,1999,8,62,85,0.002671261,0.357565231,0.423019364,0.882352941,0.034368946,45.15549936,0.59898772,0.802596085,0.425024028,0.190049083,0.818488249
FR01,france,Dordogne,44.03210797,76.59728044,22.19238125,mostly family,ind/sample,6,2000,8,59,85,0.002755636,0.357637584,0.422499372,0.894117647,0.034368946,45.15549936,0.59898772,0.762180388,0.447390388,0.13055396,0.775362492
FR01,france,Dordogne,44.03210797,76.59728044,22.19238125,mostly family,ind/sample,6,2001,8,63,85,0.002818589,0.357491837,0.422961986,0.905882353,0.034368946,45.15549936,0.59898772,0.742853981,0.395187376,0.180089378,0.779185754
FR02,france,Loire,211.5074774,451.8694521,53.46666827,mostly family,ind/sample,5,2008,5,61,90,0.010884484,0.244176235,0.325481968,0.996527778,0.046449959,46.75124259,2.012167517,0.825603092,0.426004028,0.245747848,0.852185562
FR02,france,Loire,211.5074774,451.8694521,53.46666827,mostly family,ind/sample,5,2009,5,64,90,0.011019192,0.244029717,0.326349626,0.975694445,0.046449959,46.75124259,2.012167517,0.894755794,0.431221252,0.208952136,0.820460709
FR02,france,Loire,211.5074774,451.8694521,53.46666827,mostly family,ind/sample,5,2010,5,71,90,0.011197855,0.243946644,0.326142331,1.003472222,0.046449959,46.75124259,2.012167517,0.853773161,0.361821633,0.206065742,0.821138526
FR02,france,Loire,211.5074774,451.8694521,53.46666827,mostly family,ind/sample,5,2011,5,70,90,0.011315428,0.243836994,0.326222449,1.090277778,0.046449959,46.75124259,2.012167517,0.888184986,0.483141691,0.239683583,0.862862213
FR02,france,Loire,211.5074774,451.8694521,53.46666827,mostly family,ind/sample,5,2012,5,74,90,0.0115146,0.243724441,0.326136325,1.059027778,0.046449959,46.75124259,2.012167517,0.903352467,0.353052814,0.219724567,0.806450856
FR03,france,Meuse,68.26842623,123.4862954,8.568064722,mostly family,ind/sample,5,2009,5,64,79,0.015093978,0.57770176,0.207436293,0.96,0.035029161,48.94155108,5.538036126,0.784167859,0.361390925,0.253840898,0.835050267
FR03,france,Meuse,68.26842623,123.4862954,8.568064722,mostly family,ind/sample,5,2010,5,67,79,0.015093978,0.577509856,0.207792401,1.0375,0.035029161,48.94155108,5.538036126,0.760006864,0.421523874,0.230577655,0.807823287
FR03,france,Meuse,68.26842623,123.4862954,8.568064722,mostly family,ind/sample,5,2011,5,71,79,0.015093978,0.57752209,0.207918671,1.089166667,0.035029161,48.94155108,5.538036126,0.794484373,0.391356849,0.259614457,0.830015541
FR03,france,Meuse,68.26842623,123.4862954,8.568064722,mostly family,ind/sample,5,2012,5,61,79,0.015093978,0.578131508,0.207918671,0.935,0.035029161,48.94155108,5.538036126,0.793621197,0.386044838,0.259336816,0.822066569
FR03,france,Meuse,68.26842623,123.4862954,8.568064722,mostly family,ind/sample,5,2013,5,59,79,0.015093978,0.577996236,0.208155397,0.9475,0.035029161,48.94155108,5.538036126,0.758929243,0.330183277,0.230309862,0.833708645
FR04,france,Rhine,56.44422464,117.9827128,15.93768812,mostly family,ind/sample,6,2008,7,75,90,0.009080734,0.301526014,0.471067371,1.056944445,0.04097579,48.54586049,6.390422984,0.725396448,0.412374599,0.140939176,0.813911966
FR04,france,Rhine,56.44422464,117.9827128,15.93768812,mostly family,ind/sample,6,2009,7,67,90,0.009080734,0.301526014,0.471096291,1.025,0.04097579,48.54586049,6.390422984,0.806793766,0.415952268,0.187423866,0.838714068
FR04,france,Rhine,56.44422464,117.9827128,15.93768812,mostly family,ind/sample,6,2010,7,70,90,0.009080734,0.301526014,0.471096291,1.113194445,0.04097579,48.54586049,6.390422984,0.77767525,0.404748057,0.189573242,0.815236143
FR04,france,Rhine,56.44422464,117.9827128,15.93768812,mostly family,ind/sample,6,2011,7,69,90,0.009080734,0.301526014,0.47095534,1.069444445,0.04097579,48.54586049,6.390422984,0.747712701,0.395263311,0.182126343,0.819931013
FR04,france,Rhine,56.44422464,117.9827128,15.93768812,mostly family,ind/sample,6,2012,7,66,90,0.009109654,0.301497094,0.47095534,1.048611111,0.04097579,48.54586049,6.390422984,0.711583795,0.393406977,0.200707083,0.798186727
FR04,france,Rhine,56.44422464,117.9827128,15.93768812,mostly family,ind/sample,6,2013,7,59,90,0.009109654,0.301146217,0.471306217,0.959722222,0.04097579,48.54586049,6.390422984,0.741829098,0.447823694,0.156317141,0.807951176
FR04,france,Rhine,56.44422464,117.9827128,15.93768812,mostly family,ind/sample,6,2015,7,66,90,0.009239054,0.300617455,0.471355788,0.982638889,0.04097579,48.54586049,6.390422984,0.795319143,0.398734691,0.211757924,0.804115762
FR05,france,Rhone,216.8280563,489.1157101,6.632501066,mostly family,ind/sample,12,2008,8,79,100,0.052015105,0.324570006,0.468036005,0.930627706,0.051455023,45.89391651,5.6245985,0.839889754,0.603200962,0.318626407,0.89619419
FR05,france,Rhone,216.8280563,489.1157101,6.632501066,mostly family,ind/sample,12,2009,8,71,100,0.052090549,0.324284091,0.468767839,0.95741342,0.051455023,45.89391651,5.6245985,0.865926807,0.610148381,0.311452558,0.908840268
FR05,france,Rhone,216.8280563,489.1157101,6.632501066,mostly family,ind/sample,12,2010,8,77,100,0.052154749,0.324264059,0.468763052,0.963419913,0.051455023,45.89391651,5.6245985,0.848470163,0.547406772,0.333980419,0.900632213
FR05,france,Rhone,216.8280563,489.1157101,6.632501066,mostly family,ind/sample,12,2011,8,79,100,0.052209143,0.324298887,0.46859854,0.939989178,0.051455023,45.89391651,5.6245985,0.874567518,0.618727157,0.355034397,0.926130188
FR05,france,Rhone,216.8280563,489.1157101,6.632501066,mostly family,ind/sample,12,2012,8,72,100,0.052257131,0.324257259,0.468696007,0.959794372,0.051455023,45.89391651,5.6245985,0.885848502,0.577946635,0.26567515,0.888148737
FR05,france,Rhone,216.8280563,489.1157101,6.632501066,mostly family,ind/sample,12,2013,8,83,100,0.052334306,0.324189025,0.469070055,1.004004329,0.051455023,45.89391651,5.6245985,0.853932837,0.604357896,0.282319619,0.901674048
FR05,france,Rhone,216.8280563,489.1157101,6.632501066,mostly family,ind/sample,12,2014,8,80,100,0.052426771,0.323754713,0.469449715,0.984199134,0.051455023,45.89391651,5.6245985,0.883901645,0.588220867,0.322755654,0.905926576
FR05,france,Rhone,216.8280563,489.1157101,6.632501066,mostly family,ind/sample,12,2015,8,76,100,0.052495267,0.323707774,0.469447786,0.923051948,0.051455023,45.89391651,5.6245985,0.880507188,0.579709223,0.355945404,0.911036084
FR06,france,Seine,61.01356844,107.5509357,15.81581038,mostly family,ind/sample,9,2003,5,60,81,0.034522362,0.71996048,0.235001717,0.818452381,0.036206542,48.75777342,2.425826536,0.815531178,0.518284166,0.281291984,0.85305988
FR06,france,Seine,61.01356844,107.5509357,15.81581038,mostly family,ind/sample,9,2004,5,59,81,0.038544502,0.716553827,0.234669296,0.810515873,0.036206542,48.75777342,2.425826536,0.821203341,0.521030024,0.287166331,0.857710286
FR06,france,Seine,61.01356844,107.5509357,15.81581038,mostly family,ind/sample,9,2005,5,61,81,0.038695356,0.716502045,0.234573913,0.762896825,0.036206542,48.75777342,2.425826536,0.776715427,0.482705294,0.274863453,0.850864168
FR06,france,Seine,61.01356844,107.5509357,15.81581038,mostly family,ind/sample,9,2006,5,58,81,0.038771607,0.716473887,0.234505793,0.784722222,0.036206542,48.75777342,2.425826536,0.821057511,0.545771762,0.273215309,0.866569588
FR06,france,Seine,61.01356844,107.5509357,15.81581038,mostly family,ind/sample,9,2007,5,64,81,0.038775296,0.716470198,0.234505793,0.83531746,0.036206542,48.75777342,2.425826536,0.803228457,0.506596702,0.281658037,0.856560051
GE01,germany,Rhine,36.31894198,89.0009567,0.300020257,mixed,ind/sample,7,1992,7,28,42,0.039944235,0.344027755,0.409113841,NA,0.027689422,50.99156662,6.93875509,0.75182623,0.373405642,0.260196445,0.764565488
GE01,germany,Rhine,36.31894198,89.0009567,0.300020257,mixed,ind/sample,7,1994,7,30,42,0.042134796,0.342478584,0.408785897,NA,0.027689422,50.99156662,6.93875509,0.687352111,0.343916749,0.185330442,0.707156771
GE01,germany,Rhine,36.31894198,89.0009567,0.300020257,mixed,ind/sample,7,1995,7,25,42,0.04339551,0.343189578,0.409387786,NA,0.027689422,50.99156662,6.93875509,0.603232865,0.26799327,0.21725116,0.672476081
GE01,germany,Rhine,36.31894198,89.0009567,0.300020257,mixed,ind/sample,7,1996,7,25,42,0.044636702,0.341327367,0.412296083,NA,0.027689422,50.99156662,6.93875509,0.780823165,0.337332171,0.255477,0.748732771
GE01,germany,Rhine,36.31894198,89.0009567,0.300020257,mixed,ind/sample,7,1997,7,26,42,0.045988051,0.339745894,0.413750518,NA,0.027689422,50.99156662,6.93875509,0.78644282,0.351590254,0.340760458,0.828696941
GE01,germany,Rhine,36.31894198,89.0009567,0.300020257,mixed,ind/sample,7,1998,7,29,42,0.047494862,0.338635733,0.412620442,NA,0.027689422,50.99156662,6.93875509,0.680761456,0.338761275,0.276850383,0.753796002
GE01,germany,Rhine,36.31894198,89.0009567,0.300020257,mixed,ind/sample,7,1999,7,22,42,0.049160362,0.335841358,0.413302285,NA,0.027689422,50.99156662,6.93875509,0.664175167,0.319319893,0.255607861,0.704124158
HU01,hungary,Danube,181.6849875,416.8330475,10.28253707,mixed,ind/m2,21,2008,10,115,171,0.027695915,0.577690821,0.271844942,0.533591817,0.054373482,47.14492285,20.04115563,0.958946379,0.741984524,0.683015977,0.970012083
